VARIABLE,TYPE,LABEL,GROUP
B05003D_001E,int,Estimate!!Total,B05003D
B05003D_002E,int,Estimate!!Total!!Male,B05003D
B05003D_003E,int,Estimate!!Total!!Male!!Under 18 years,B05003D
B05003D_004E,int,Estimate!!Total!!Male!!Under 18 years!!Native,B05003D
B05003D_005E,int,Estimate!!Total!!Male!!Under 18 years!!Foreign born,B05003D
B05003D_006E,int,Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_007E,int,Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_008E,int,Estimate!!Total!!Male!!18 years and over,B05003D
B05003D_009E,int,Estimate!!Total!!Male!!18 years and over!!Native,B05003D
B05003D_010E,int,Estimate!!Total!!Male!!18 years and over!!Foreign born,B05003D
B05003D_011E,int,Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_012E,int,Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_013E,int,Estimate!!Total!!Female,B05003D
B05003D_014E,int,Estimate!!Total!!Female!!Under 18 years,B05003D
B05003D_015E,int,Estimate!!Total!!Female!!Under 18 years!!Native,B05003D
B05003D_016E,int,Estimate!!Total!!Female!!Under 18 years!!Foreign born,B05003D
B05003D_017E,int,Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_018E,int,Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_019E,int,Estimate!!Total!!Female!!18 years and over,B05003D
B05003D_020E,int,Estimate!!Total!!Female!!18 years and over!!Native,B05003D
B05003D_021E,int,Estimate!!Total!!Female!!18 years and over!!Foreign born,B05003D
B05003D_022E,int,Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_023E,int,Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_001M,int,Margin of Error!!Total,B05003D
B05003D_002M,int,Margin of Error!!Total!!Male,B05003D
B05003D_003M,int,Margin of Error!!Total!!Male!!Under 18 years,B05003D
B05003D_004M,int,Margin of Error!!Total!!Male!!Under 18 years!!Native,B05003D
B05003D_005M,int,Margin of Error!!Total!!Male!!Under 18 years!!Foreign born,B05003D
B05003D_006M,int,Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_007M,int,Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_008M,int,Margin of Error!!Total!!Male!!18 years and over,B05003D
B05003D_009M,int,Margin of Error!!Total!!Male!!18 years and over!!Native,B05003D
B05003D_010M,int,Margin of Error!!Total!!Male!!18 years and over!!Foreign born,B05003D
B05003D_011M,int,Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_012M,int,Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_013M,int,Margin of Error!!Total!!Female,B05003D
B05003D_014M,int,Margin of Error!!Total!!Female!!Under 18 years,B05003D
B05003D_015M,int,Margin of Error!!Total!!Female!!Under 18 years!!Native,B05003D
B05003D_016M,int,Margin of Error!!Total!!Female!!Under 18 years!!Foreign born,B05003D
B05003D_017M,int,Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_018M,int,Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_019M,int,Margin of Error!!Total!!Female!!18 years and over,B05003D
B05003D_020M,int,Margin of Error!!Total!!Female!!18 years and over!!Native,B05003D
B05003D_021M,int,Margin of Error!!Total!!Female!!18 years and over!!Foreign born,B05003D
B05003D_022M,int,Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_023M,int,Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_001EA,string,Annotation of Estimate!!Total,B05003D
B05003D_001MA,string,Annotation of Margin of Error!!Total,B05003D
B05003D_002EA,string,Annotation of Estimate!!Total!!Male,B05003D
B05003D_002MA,string,Annotation of Margin of Error!!Total!!Male,B05003D
B05003D_003EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years,B05003D
B05003D_003MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years,B05003D
B05003D_004EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years!!Native,B05003D
B05003D_004MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years!!Native,B05003D
B05003D_005EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years!!Foreign born,B05003D
B05003D_005MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years!!Foreign born,B05003D
B05003D_006EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_006MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_007EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_007MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_008EA,string,Annotation of Estimate!!Total!!Male!!18 years and over,B05003D
B05003D_008MA,string,Annotation of Margin of Error!!Total!!Male!!18 years and over,B05003D
B05003D_009EA,string,Annotation of Estimate!!Total!!Male!!18 years and over!!Native,B05003D
B05003D_009MA,string,Annotation of Margin of Error!!Total!!Male!!18 years and over!!Native,B05003D
B05003D_010EA,string,Annotation of Estimate!!Total!!Male!!18 years and over!!Foreign born,B05003D
B05003D_010MA,string,Annotation of Margin of Error!!Total!!Male!!18 years and over!!Foreign born,B05003D
B05003D_011EA,string,Annotation of Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_011MA,string,Annotation of Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_012EA,string,Annotation of Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_012MA,string,Annotation of Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_013EA,string,Annotation of Estimate!!Total!!Female,B05003D
B05003D_013MA,string,Annotation of Margin of Error!!Total!!Female,B05003D
B05003D_014EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years,B05003D
B05003D_014MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years,B05003D
B05003D_015EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years!!Native,B05003D
B05003D_015MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years!!Native,B05003D
B05003D_016EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years!!Foreign born,B05003D
B05003D_016MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years!!Foreign born,B05003D
B05003D_017EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_017MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_018EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_018MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_019EA,string,Annotation of Estimate!!Total!!Female!!18 years and over,B05003D
B05003D_019MA,string,Annotation of Margin of Error!!Total!!Female!!18 years and over,B05003D
B05003D_020EA,string,Annotation of Estimate!!Total!!Female!!18 years and over!!Native,B05003D
B05003D_020MA,string,Annotation of Margin of Error!!Total!!Female!!18 years and over!!Native,B05003D
B05003D_021EA,string,Annotation of Estimate!!Total!!Female!!18 years and over!!Foreign born,B05003D
B05003D_021MA,string,Annotation of Margin of Error!!Total!!Female!!18 years and over!!Foreign born,B05003D
B05003D_022EA,string,Annotation of Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_022MA,string,Annotation of Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003D
B05003D_023EA,string,Annotation of Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003D
B05003D_023MA,string,Annotation of Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003D
