B19037E_001E,B19037E_001EA,B19037E_001M,B19037E_001MA,B19037E_002E,B19037E_002EA,B19037E_002M,B19037E_002MA,B19037E_003E,B19037E_003EA,B19037E_003M,B19037E_003MA,B19037E_004E,B19037E_004EA,B19037E_004M,B19037E_004MA,B19037E_005E,B19037E_005EA,B19037E_005M,B19037E_005MA,B19037E_006E,B19037E_006EA,B19037E_006M,B19037E_006MA,B19037E_007E,B19037E_007EA,B19037E_007M,B19037E_007MA,B19037E_008E,B19037E_008EA,B19037E_008M,B19037E_008MA,B19037E_009E,B19037E_009EA,B19037E_009M,B19037E_009MA,B19037E_010E,B19037E_010EA,B19037E_010M,B19037E_010MA,B19037E_011E,B19037E_011EA,B19037E_011M,B19037E_011MA,B19037E_012E,B19037E_012EA,B19037E_012M,B19037E_012MA,B19037E_013E,B19037E_013EA,B19037E_013M,B19037E_013MA,B19037E_014E,B19037E_014EA,B19037E_014M,B19037E_014MA,B19037E_015E,B19037E_015EA,B19037E_015M,B19037E_015MA,B19037E_016E,B19037E_016EA,B19037E_016M,B19037E_016MA,B19037E_017E,B19037E_017EA,B19037E_017M,B19037E_017MA,B19037E_018E,B19037E_018EA,B19037E_018M,B19037E_018MA,B19037E_019E,B19037E_019EA,B19037E_019M,B19037E_019MA,B19037E_020E,B19037E_020EA,B19037E_020M,B19037E_020MA,B19037E_021E,B19037E_021EA,B19037E_021M,B19037E_021MA,B19037E_022E,B19037E_022EA,B19037E_022M,B19037E_022MA,B19037E_023E,B19037E_023EA,B19037E_023M,B19037E_023MA,B19037E_024E,B19037E_024EA,B19037E_024M,B19037E_024MA,B19037E_025E,B19037E_025EA,B19037E_025M,B19037E_025MA,B19037E_026E,B19037E_026EA,B19037E_026M,B19037E_026MA,B19037E_027E,B19037E_027EA,B19037E_027M,B19037E_027MA,B19037E_028E,B19037E_028EA,B19037E_028M,B19037E_028MA,B19037E_029E,B19037E_029EA,B19037E_029M,B19037E_029MA,B19037E_030E,B19037E_030EA,B19037E_030M,B19037E_030MA,B19037E_031E,B19037E_031EA,B19037E_031M,B19037E_031MA,B19037E_032E,B19037E_032EA,B19037E_032M,B19037E_032MA,B19037E_033E,B19037E_033EA,B19037E_033M,B19037E_033MA,B19037E_034E,B19037E_034EA,B19037E_034M,B19037E_034MA,B19037E_035E,B19037E_035EA,B19037E_035M,B19037E_035MA,B19037E_036E,B19037E_036EA,B19037E_036M,B19037E_036MA,B19037E_037E,B19037E_037EA,B19037E_037M,B19037E_037MA,B19037E_038E,B19037E_038EA,B19037E_038M,B19037E_038MA,B19037E_039E,B19037E_039EA,B19037E_039M,B19037E_039MA,B19037E_040E,B19037E_040EA,B19037E_040M,B19037E_040MA,B19037E_041E,B19037E_041EA,B19037E_041M,B19037E_041MA,B19037E_042E,B19037E_042EA,B19037E_042M,B19037E_042MA,B19037E_043E,B19037E_043EA,B19037E_043M,B19037E_043MA,B19037E_044E,B19037E_044EA,B19037E_044M,B19037E_044MA,B19037E_045E,B19037E_045EA,B19037E_045M,B19037E_045MA,B19037E_046E,B19037E_046EA,B19037E_046M,B19037E_046MA,B19037E_047E,B19037E_047EA,B19037E_047M,B19037E_047MA,B19037E_048E,B19037E_048EA,B19037E_048M,B19037E_048MA,B19037E_049E,B19037E_049EA,B19037E_049M,B19037E_049MA,B19037E_050E,B19037E_050EA,B19037E_050M,B19037E_050MA,B19037E_051E,B19037E_051EA,B19037E_051M,B19037E_051MA,B19037E_052E,B19037E_052EA,B19037E_052M,B19037E_052MA,B19037E_053E,B19037E_053EA,B19037E_053M,B19037E_053MA,B19037E_054E,B19037E_054EA,B19037E_054M,B19037E_054MA,B19037E_055E,B19037E_055EA,B19037E_055M,B19037E_055MA,B19037E_056E,B19037E_056EA,B19037E_056M,B19037E_056MA,B19037E_057E,B19037E_057EA,B19037E_057M,B19037E_057MA,B19037E_058E,B19037E_058EA,B19037E_058M,B19037E_058MA,B19037E_059E,B19037E_059EA,B19037E_059M,B19037E_059MA,B19037E_060E,B19037E_060EA,B19037E_060M,B19037E_060MA,B19037E_061E,B19037E_061EA,B19037E_061M,B19037E_061MA,B19037E_062E,B19037E_062EA,B19037E_062M,B19037E_062MA,B19037E_063E,B19037E_063EA,B19037E_063M,B19037E_063MA,B19037E_064E,B19037E_064EA,B19037E_064M,B19037E_064MA,B19037E_065E,B19037E_065EA,B19037E_065M,B19037E_065MA,B19037E_066E,B19037E_066EA,B19037E_066M,B19037E_066MA,B19037E_067E,B19037E_067EA,B19037E_067M,B19037E_067MA,B19037E_068E,B19037E_068EA,B19037E_068M,B19037E_068MA,B19037E_069E,B19037E_069EA,B19037E_069M,B19037E_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
34287,null,2600,null,1863,null,641,null,283,null,250,null,145,null,174,null,0,null,294,null,151,null,268,null,185,null,248,null,0,null,294,null,213,null,364,null,137,null,210,null,76,null,133,null,221,null,193,null,244,null,288,null,0,null,294,null,0,null,294,null,208,null,280,null,0,null,294,null,0,null,294,null,15911,null,2177,null,367,null,291,null,684,null,600,null,604,null,387,null,598,null,568,null,558,null,364,null,597,null,456,null,638,null,428,null,375,null,358,null,244,null,240,null,1309,null,769,null,2805,null,1046,null,2244,null,871,null,2732,null,924,null,1383,null,757,null,440,null,470,null,333,null,282,null,13431,null,1648,null,645,null,508,null,484,null,372,null,398,null,371,null,273,null,239,null,881,null,605,null,316,null,328,null,401,null,275,null,522,null,410,null,688,null,481,null,1317,null,628,null,1445,null,591,null,2744,null,919,null,1704,null,846,null,695,null,421,null,610,null,426,null,308,null,247,null,3082,null,900,null,119,null,146,null,221,null,289,null,268,null,382,null,234,null,302,null,30,null,46,null,158,null,213,null,346,null,403,null,157,null,195,null,187,null,173,null,389,null,308,null,536,null,366,null,116,null,149,null,168,null,266,null,82,null,139,null,71,null,132,null,0,null,294,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US12,Florida,12
