B08406_001E,B08406_001EA,B08406_001M,B08406_001MA,B08406_002E,B08406_002EA,B08406_002M,B08406_002MA,B08406_003E,B08406_003EA,B08406_003M,B08406_003MA,B08406_004E,B08406_004EA,B08406_004M,B08406_004MA,B08406_005E,B08406_005EA,B08406_005M,B08406_005MA,B08406_006E,B08406_006EA,B08406_006M,B08406_006MA,B08406_007E,B08406_007EA,B08406_007M,B08406_007MA,B08406_008E,B08406_008EA,B08406_008M,B08406_008MA,B08406_009E,B08406_009EA,B08406_009M,B08406_009MA,B08406_010E,B08406_010EA,B08406_010M,B08406_010MA,B08406_011E,B08406_011EA,B08406_011M,B08406_011MA,B08406_012E,B08406_012EA,B08406_012M,B08406_012MA,B08406_013E,B08406_013EA,B08406_013M,B08406_013MA,B08406_014E,B08406_014EA,B08406_014M,B08406_014MA,B08406_015E,B08406_015EA,B08406_015M,B08406_015MA,B08406_016E,B08406_016EA,B08406_016M,B08406_016MA,B08406_017E,B08406_017EA,B08406_017M,B08406_017MA,B08406_018E,B08406_018EA,B08406_018M,B08406_018MA,B08406_019E,B08406_019EA,B08406_019M,B08406_019MA,B08406_020E,B08406_020EA,B08406_020M,B08406_020MA,B08406_021E,B08406_021EA,B08406_021M,B08406_021MA,B08406_022E,B08406_022EA,B08406_022M,B08406_022MA,B08406_023E,B08406_023EA,B08406_023M,B08406_023MA,B08406_024E,B08406_024EA,B08406_024M,B08406_024MA,B08406_025E,B08406_025EA,B08406_025M,B08406_025MA,B08406_026E,B08406_026EA,B08406_026M,B08406_026MA,B08406_027E,B08406_027EA,B08406_027M,B08406_027MA,B08406_028E,B08406_028EA,B08406_028M,B08406_028MA,B08406_029E,B08406_029EA,B08406_029M,B08406_029MA,B08406_030E,B08406_030EA,B08406_030M,B08406_030MA,B08406_031E,B08406_031EA,B08406_031M,B08406_031MA,B08406_032E,B08406_032EA,B08406_032M,B08406_032MA,B08406_033E,B08406_033EA,B08406_033M,B08406_033MA,B08406_034E,B08406_034EA,B08406_034M,B08406_034MA,B08406_035E,B08406_035EA,B08406_035M,B08406_035MA,B08406_036E,B08406_036EA,B08406_036M,B08406_036MA,B08406_037E,B08406_037EA,B08406_037M,B08406_037MA,B08406_038E,B08406_038EA,B08406_038M,B08406_038MA,B08406_039E,B08406_039EA,B08406_039M,B08406_039MA,B08406_040E,B08406_040EA,B08406_040M,B08406_040MA,B08406_041E,B08406_041EA,B08406_041M,B08406_041MA,B08406_042E,B08406_042EA,B08406_042M,B08406_042MA,B08406_043E,B08406_043EA,B08406_043M,B08406_043MA,B08406_044E,B08406_044EA,B08406_044M,B08406_044MA,B08406_045E,B08406_045EA,B08406_045M,B08406_045MA,B08406_046E,B08406_046EA,B08406_046M,B08406_046MA,B08406_047E,B08406_047EA,B08406_047M,B08406_047MA,B08406_048E,B08406_048EA,B08406_048M,B08406_048MA,B08406_049E,B08406_049EA,B08406_049M,B08406_049MA,B08406_050E,B08406_050EA,B08406_050M,B08406_050MA,B08406_051E,B08406_051EA,B08406_051M,B08406_051MA,GEO_ID,NAME,state
2018956,null,15858,null,1914315,null,17118,null,1677420,null,17355,null,236895,null,9426,null,178798,null,8450,null,36689,null,3771,null,21408,null,2406,null,10200,null,1839,null,9675,null,1758,null,394,null,472,null,50,null,93,null,81,null,135,null,0,null,271,null,2632,null,684,null,25896,null,3269,null,18814,null,2347,null,47099,null,3439,null,1072630,null,10254,null,1012392,null,10783,null,877865,null,11012,null,134527,null,7259,null,99045,null,6278,null,21775,null,2989,null,13707,null,2274,null,4506,null,1237,null,3981,null,1183,null,394,null,472,null,50,null,93,null,81,null,135,null,0,null,271,null,2201,null,629,null,16545,null,2451,null,13067,null,1973,null,23919,null,2585,null,946326,null,11272,null,901923,null,11226,null,799555,null,10933,null,102368,null,5111,null,79753,null,4395,null,14914,null,1960,null,7701,null,1543,null,5694,null,1162,null,5694,null,1162,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,431,null,246,null,9351,null,1649,null,5747,null,1433,null,23180,null,2080,null,0400000US01,Alabama,01
346972,null,5192,null,276327,null,5542,null,226782,null,5878,null,49545,null,3950,null,40186,null,3475,null,5830,null,1583,null,3529,null,1011,null,5959,null,1351,null,5249,null,1235,null,225,null,322,null,0,null,271,null,0,null,271,null,485,null,357,null,3039,null,777,null,25021,null,2224,null,16428,null,1805,null,20198,null,3521,null,193648,null,4030,null,147981,null,4565,null,121119,null,4274,null,26862,null,2646,null,21386,null,2122,null,3340,null,1341,null,2136,null,709,null,2767,null,850,null,2523,null,821,null,0,null,271,null,0,null,271,null,0,null,271,null,244,null,185,null,2372,null,719,null,15642,null,1757,null,12413,null,1568,null,12473,null,3180,null,153324,null,3475,null,128346,null,3203,null,105663,null,3509,null,22683,null,2111,null,18800,null,2019,null,2490,null,811,null,1393,null,562,null,3192,null,978,null,2726,null,859,null,225,null,322,null,0,null,271,null,0,null,271,null,241,null,306,null,667,null,323,null,9379,null,1113,null,4015,null,671,null,7725,null,1332,null,0400000US02,Alaska,02
2873827,null,16529,null,2542079,null,18084,null,2165002,null,20637,null,377077,null,13363,null,291167,null,12080,null,53676,null,6396,null,32234,null,4495,null,66779,null,5663,null,66157,null,5659,null,201,null,218,null,253,null,332,null,168,null,273,null,0,null,271,null,24874,null,3258,null,53643,null,4575,null,45430,null,4124,null,141022,null,6203,null,1582896,null,11817,null,1394690,null,13680,null,1176057,null,14526,null,218633,null,9324,null,163823,null,8872,null,32149,null,5129,null,22661,null,3865,null,34518,null,4113,null,33896,null,3981,null,201,null,218,null,253,null,332,null,168,null,273,null,0,null,271,null,19851,null,3058,null,30484,null,3195,null,33475,null,3452,null,69878,null,4519,null,1290931,null,12752,null,1147389,null,13720,null,988945,null,13862,null,158444,null,7903,null,127344,null,6495,null,21527,null,2981,null,9573,null,1785,null,32261,null,4302,null,32261,null,4302,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,5023,null,999,null,23159,null,2813,null,11955,null,2183,null,71144,null,4556,null,0400000US04,Arizona,04
1258196,null,11855,null,1167146,null,11835,null,1007134,null,12588,null,160012,null,7223,null,126255,null,6742,null,21446,null,2784,null,12311,null,2317,null,5539,null,1494,null,5296,null,1474,null,78,null,127,null,118,null,166,null,0,null,271,null,47,null,90,null,1611,null,884,null,25347,null,2724,null,17325,null,2397,null,41228,null,3842,null,667126,null,9276,null,614656,null,8655,null,530227,null,8811,null,84429,null,5145,null,66889,null,4447,null,10218,null,1840,null,7322,null,1632,null,2441,null,964,null,2198,null,905,null,78,null,127,null,118,null,166,null,0,null,271,null,47,null,90,null,1170,null,753,null,15476,null,2127,null,12919,null,1927,null,20464,null,2420,null,591070,null,7434,null,552490,null,7816,null,476907,null,8235,null,75583,null,4435,null,59366,null,3981,null,11228,null,1828,null,4989,null,1145,null,3098,null,1133,null,3098,null,1133,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,441,null,347,null,9871,null,1737,null,4406,null,1094,null,20764,null,2348,null,0400000US05,Arkansas,05
16811097,null,46380,null,14238133,null,44995,null,12228747,null,47546,null,2009386,null,26836,null,1513249,null,25803,null,286771,null,11068,null,209366,null,11250,null,884770,null,18628,null,653313,null,16132,null,28850,null,3903,null,133608,null,6000,null,63615,null,3938,null,5384,null,1169,null,167405,null,7599,null,469555,null,12678,null,245977,null,10992,null,805257,null,18388,null,9323150,null,32476,null,7930949,null,30464,null,6783954,null,30959,null,1146995,null,19842,null,850688,null,19372,null,166678,null,8050,null,129629,null,9412,null,452330,null,13056,null,322429,null,11906,null,15619,null,3026,null,74313,null,4687,null,36528,null,2873,null,3441,null,997,null,126974,null,6949,null,253458,null,9901,null,165865,null,8474,null,393574,null,13517,null,7487947,null,29890,null,6307184,null,29235,null,5444793,null,30463,null,862391,null,14766,null,662561,null,13351,null,120093,null,6811,null,79737,null,4436,null,432440,null,10436,null,330884,null,10446,null,13231,null,2397,null,59295,null,4341,null,27087,null,2718,null,1943,null,705,null,40431,null,3335,null,216097,null,7913,null,80112,null,5844,null,411683,null,11678,null,0400000US06,California,06
2540846,null,14808,null,2160373,null,15061,null,1874591,null,14975,null,285782,null,11489,null,222531,null,10199,null,41157,null,4411,null,22094,null,3564,null,87436,null,5960,null,77569,null,5875,null,1080,null,449,null,5835,null,1050,null,2788,null,974,null,164,null,138,null,31854,null,2936,null,68484,null,4611,null,31128,null,2668,null,161571,null,5613,null,1398030,null,10219,null,1183308,null,11685,null,1013960,null,10867,null,169348,null,7949,null,129322,null,6950,null,24327,null,3309,null,15699,null,3068,null,48503,null,4523,null,44038,null,4391,null,588,null,316,null,2359,null,664,null,1437,null,647,null,81,null,130,null,22663,null,2462,null,38435,null,3566,null,23082,null,2335,null,82039,null,3999,null,1142816,null,10557,null,977065,null,10829,null,860631,null,11194,null,116434,null,6057,null,93209,null,5571,null,16830,null,2257,null,6395,null,1392,null,38933,null,3304,null,33531,null,3175,null,492,null,284,null,3476,null,906,null,1351,null,731,null,83,null,138,null,9191,null,1323,null,30049,null,2797,null,8046,null,1418,null,79532,null,4001,null,0400000US08,Colorado,08
1735519,null,14783,null,1536548,null,14210,null,1381582,null,13655,null,154966,null,7185,null,124011,null,6590,null,18241,null,2596,null,12714,null,2319,null,56238,null,4431,null,42412,null,3984,null,162,null,190,null,697,null,333,null,12916,null,2054,null,51,null,87,null,4017,null,951,null,49970,null,4139,null,17845,null,2519,null,70901,null,4363,null,905633,null,10217,null,802672,null,10556,null,723183,null,9845,null,79489,null,4654,null,62204,null,4025,null,10854,null,1995,null,6431,null,1482,null,26520,null,3265,null,18477,null,2697,null,76,null,126,null,199,null,175,null,7768,null,1708,null,0,null,271,null,3127,null,853,null,27712,null,3090,null,10093,null,2020,null,35509,null,2757,null,829886,null,9652,null,733876,null,9551,null,658399,null,8897,null,75477,null,4360,null,61807,null,4279,null,7387,null,1350,null,6283,null,1504,null,29718,null,2768,null,23935,null,2544,null,86,null,142,null,498,null,268,null,5148,null,1337,null,51,null,87,null,890,null,395,null,22258,null,2796,null,7752,null,1549,null,35392,null,2745,null,0400000US09,Connecticut,09
425838,null,7387,null,382923,null,7293,null,338563,null,7670,null,44360,null,3589,null,35195,null,3315,null,4468,null,955,null,4697,null,1563,null,13946,null,2352,null,12837,null,2306,null,99,null,126,null,126,null,120,null,884,null,551,null,0,null,271,null,1205,null,510,null,9326,null,1606,null,5921,null,1262,null,12517,null,1613,null,221052,null,5205,null,198125,null,5098,null,174759,null,5063,null,23366,null,2651,null,18249,null,2271,null,2077,null,620,null,3040,null,1417,null,6835,null,1769,null,6177,null,1677,null,99,null,126,null,49,null,80,null,510,null,451,null,0,null,271,null,995,null,472,null,4853,null,1086,null,4046,null,1075,null,6198,null,1244,null,204786,null,4380,null,184798,null,4586,null,163804,null,4684,null,20994,null,2196,null,16946,null,2054,null,2391,null,711,null,1657,null,644,null,7111,null,1474,null,6660,null,1494,null,0,null,271,null,77,null,88,null,374,null,336,null,0,null,271,null,210,null,187,null,4473,null,1151,null,1875,null,726,null,6319,null,1121,null,0400000US10,Delaware,10
756816,null,11962,null,419316,null,9963,null,339323,null,9050,null,79993,null,5083,null,52525,null,4014,null,18193,null,2402,null,9275,null,1792,null,268924,null,8956,null,80230,null,5049,null,2449,null,825,null,165886,null,7424,null,20204,null,2468,null,155,null,256,null,9318,null,1772,null,37007,null,3226,null,8167,null,1650,null,14084,null,1723,null,389793,null,9009,null,227758,null,8107,null,185482,null,7091,null,42276,null,3227,null,25893,null,2473,null,10555,null,1740,null,5828,null,1410,null,125319,null,5536,null,34798,null,3624,null,1078,null,587,null,78123,null,4393,null,11320,null,1822,null,0,null,271,null,6782,null,1493,null,18267,null,1915,null,4178,null,1080,null,7489,null,1218,null,367023,null,8154,null,191558,null,6408,null,153841,null,6094,null,37717,null,3215,null,26632,null,2573,null,7638,null,1424,null,3447,null,994,null,143605,null,6130,null,45432,null,3564,null,1371,null,474,null,87763,null,4922,null,8884,null,1421,null,155,null,256,null,2536,null,851,null,18740,null,2353,null,3989,null,1115,null,6595,null,1328,null,0400000US11,District of Columbia,11
8222779,null,29739,null,7388671,null,31985,null,6540791,null,33870,null,847880,null,17144,null,647344,null,13821,null,116276,null,8465,null,84260,null,7084,null,160373,null,11929,null,147148,null,11867,null,1314,null,764,null,5911,null,1202,null,5753,null,1292,null,247,null,209,null,49632,null,4625,null,124293,null,8027,null,129265,null,7324,null,370545,null,10598,null,4339352,null,22008,null,3864054,null,23095,null,3399563,null,24269,null,464491,null,12513,null,340639,null,9484,null,65427,null,5977,null,58425,null,6260,null,81606,null,12009,null,74878,null,12179,null,829,null,634,null,2246,null,831,null,3477,null,1159,null,176,null,176,null,39438,null,3981,null,69009,null,6022,null,90294,null,6481,null,194951,null,8790,null,3883427,null,22229,null,3524617,null,21104,null,3141228,null,20409,null,383389,null,11070,null,306705,null,10007,null,50849,null,3780,null,25835,null,2616,null,78767,null,4924,null,72270,null,4804,null,485,null,324,null,3665,null,837,null,2276,null,752,null,71,null,118,null,10194,null,1595,null,55284,null,4606,null,38971,null,3974,null,175594,null,6357,null,0400000US12,Florida,12
