B05003F_001E,B05003F_001EA,B05003F_001M,B05003F_001MA,B05003F_002E,B05003F_002EA,B05003F_002M,B05003F_002MA,B05003F_003E,B05003F_003EA,B05003F_003M,B05003F_003MA,B05003F_004E,B05003F_004EA,B05003F_004M,B05003F_004MA,B05003F_005E,B05003F_005EA,B05003F_005M,B05003F_005MA,B05003F_006E,B05003F_006EA,B05003F_006M,B05003F_006MA,B05003F_007E,B05003F_007EA,B05003F_007M,B05003F_007MA,B05003F_008E,B05003F_008EA,B05003F_008M,B05003F_008MA,B05003F_009E,B05003F_009EA,B05003F_009M,B05003F_009MA,B05003F_010E,B05003F_010EA,B05003F_010M,B05003F_010MA,B05003F_011E,B05003F_011EA,B05003F_011M,B05003F_011MA,B05003F_012E,B05003F_012EA,B05003F_012M,B05003F_012MA,B05003F_013E,B05003F_013EA,B05003F_013M,B05003F_013MA,B05003F_014E,B05003F_014EA,B05003F_014M,B05003F_014MA,B05003F_015E,B05003F_015EA,B05003F_015M,B05003F_015MA,B05003F_016E,B05003F_016EA,B05003F_016M,B05003F_016MA,B05003F_017E,B05003F_017EA,B05003F_017M,B05003F_017MA,B05003F_018E,B05003F_018EA,B05003F_018M,B05003F_018MA,B05003F_019E,B05003F_019EA,B05003F_019M,B05003F_019MA,B05003F_020E,B05003F_020EA,B05003F_020M,B05003F_020MA,B05003F_021E,B05003F_021EA,B05003F_021M,B05003F_021MA,B05003F_022E,B05003F_022EA,B05003F_022M,B05003F_022MA,B05003F_023E,B05003F_023EA,B05003F_023M,B05003F_023MA,GEO_ID,NAME,state
359719,null,15508,null,210797,null,9743,null,70195,null,4606,null,55894,null,4125,null,14301,null,2584,null,1691,null,999,null,12610,null,2256,null,140602,null,7671,null,23757,null,3988,null,116845,null,7644,null,17367,null,3223,null,99478,null,6921,null,148922,null,8326,null,61052,null,4737,null,49126,null,4369,null,11926,null,2553,null,413,null,372,null,11513,null,2533,null,87870,null,4961,null,20935,null,2393,null,66935,null,4454,null,11266,null,1888,null,55669,null,4049,null,0400000US13,Georgia,13
17034,null,2711,null,10772,null,1801,null,1974,null,745,null,1974,null,745,null,0,null,271,null,0,null,271,null,0,null,271,null,8798,null,1487,null,5565,null,1043,null,3233,null,1169,null,1146,null,708,null,2087,null,943,null,6262,null,1421,null,1138,null,623,null,1096,null,597,null,42,null,74,null,42,null,74,null,0,null,271,null,5124,null,1087,null,4097,null,1049,null,1027,null,448,null,580,null,366,null,447,null,267,null,0400000US15,Hawaii,15
33071,null,4120,null,18100,null,2346,null,6241,null,1374,null,5675,null,1255,null,566,null,459,null,245,null,310,null,321,null,220,null,11859,null,1482,null,5478,null,1182,null,6381,null,1183,null,2102,null,651,null,4279,null,912,null,14971,null,2326,null,5776,null,1459,null,5160,null,1409,null,616,null,356,null,64,null,104,null,552,null,324,null,9195,null,1331,null,5294,null,970,null,3901,null,896,null,1647,null,607,null,2254,null,541,null,0400000US16,Idaho,16
1132783,null,20341,null,598037,null,12744,null,197206,null,6369,null,175234,null,6210,null,21972,null,3248,null,2993,null,1197,null,18979,null,3025,null,400831,null,8845,null,129360,null,7065,null,271471,null,9404,null,77091,null,4785,null,194380,null,9739,null,534746,null,9878,null,188109,null,5792,null,168429,null,5976,null,19680,null,3058,null,2217,null,821,null,17463,null,2923,null,346637,null,6639,null,132686,null,6249,null,213951,null,7844,null,66392,null,4830,null,147559,null,7337,null,0400000US17,Illinois,17
152795,null,7457,null,84239,null,4843,null,29504,null,2720,null,24674,null,2419,null,4830,null,1454,null,1234,null,1007,null,3596,null,1184,null,54735,null,3221,null,19519,null,1996,null,35216,null,3029,null,7512,null,1338,null,27704,null,2863,null,68556,null,3777,null,24965,null,2359,null,20674,null,2241,null,4291,null,1078,null,535,null,399,null,3756,null,1004,null,43591,null,2451,null,20646,null,1898,null,22945,null,2152,null,5925,null,1191,null,17020,null,2226,null,0400000US18,Indiana,18
52435,null,5537,null,27875,null,2993,null,8516,null,1328,null,6689,null,1107,null,1827,null,1024,null,92,null,104,null,1735,null,1020,null,19359,null,2126,null,5481,null,1288,null,13878,null,1831,null,2974,null,856,null,10904,null,1821,null,24560,null,3117,null,9576,null,1908,null,7284,null,1664,null,2292,null,811,null,315,null,250,null,1977,null,825,null,14984,null,1704,null,6476,null,1429,null,8508,null,1248,null,1850,null,555,null,6658,null,1169,null,0400000US19,Iowa,19
84581,null,6739,null,44111,null,3931,null,14010,null,1775,null,12335,null,1611,null,1675,null,665,null,233,null,187,null,1442,null,666,null,30101,null,2934,null,9984,null,1646,null,20117,null,2565,null,3542,null,848,null,16575,null,2498,null,40470,null,3544,null,14793,null,1958,null,12742,null,1798,null,2051,null,785,null,99,null,123,null,1952,null,780,null,25677,null,2181,null,11418,null,1736,null,14259,null,1791,null,3771,null,902,null,10488,null,1617,null,0400000US20,Kansas,20
34108,null,3567,null,19323,null,2063,null,5613,null,1408,null,4510,null,1266,null,1103,null,733,null,429,null,603,null,674,null,413,null,13710,null,1636,null,3458,null,757,null,10252,null,1596,null,554,null,413,null,9698,null,1571,null,14785,null,2449,null,6109,null,1640,null,5023,null,1444,null,1086,null,699,null,94,null,165,null,992,null,689,null,8676,null,1619,null,2835,null,855,null,5841,null,1534,null,791,null,611,null,5050,null,1565,null,0400000US21,Kentucky,21
40811,null,4754,null,23876,null,3062,null,4812,null,1222,null,3994,null,1117,null,818,null,532,null,26,null,46,null,792,null,533,null,19064,null,2574,null,6618,null,1611,null,12446,null,2439,null,3204,null,785,null,9242,null,2222,null,16935,null,2661,null,4615,null,1414,null,4277,null,1377,null,338,null,257,null,75,null,140,null,263,null,196,null,12320,null,1931,null,4735,null,916,null,7585,null,1676,null,2596,null,838,null,4989,null,1490,null,0400000US22,Louisiana,22
3838,null,1365,null,2195,null,880,null,607,null,370,null,416,null,292,null,191,null,200,null,135,null,171,null,56,null,91,null,1588,null,659,null,741,null,348,null,847,null,567,null,22,null,35,null,825,null,568,null,1643,null,662,null,237,null,186,null,175,null,180,null,62,null,55,null,0,null,226,null,62,null,55,null,1406,null,584,null,919,null,447,null,487,null,431,null,34,null,55,null,453,null,426,null,0400000US23,Maine,23
182967,null,10027,null,98721,null,4873,null,30952,null,2320,null,24555,null,2406,null,6397,null,1658,null,887,null,575,null,5510,null,1648,null,67769,null,3883,null,11364,null,1819,null,56405,null,4270,null,11566,null,1716,null,44839,null,4096,null,84246,null,5969,null,28404,null,3037,null,23604,null,2824,null,4800,null,1254,null,1094,null,887,null,3706,null,1069,null,55842,null,4285,null,12694,null,1790,null,43148,null,3966,null,12518,null,2336,null,30630,null,2949,null,0400000US24,Maryland,24
290054,null,13916,null,142846,null,7705,null,43676,null,3643,null,38348,null,3334,null,5328,null,1232,null,904,null,471,null,4424,null,1185,null,99170,null,5686,null,42247,null,4044,null,56923,null,5160,null,15833,null,2990,null,41090,null,4546,null,147208,null,8033,null,44697,null,3930,null,39612,null,3921,null,5085,null,1602,null,614,null,456,null,4471,null,1573,null,102511,null,5369,null,52119,null,3872,null,50392,null,4306,null,19141,null,2334,null,31251,null,3768,null,0400000US25,Massachusetts,25
167762,null,9852,null,89006,null,5668,null,27930,null,2805,null,23764,null,2456,null,4166,null,1130,null,454,null,298,null,3712,null,1121,null,61076,null,4059,null,26546,null,2696,null,34530,null,3890,null,7052,null,1777,null,27478,null,3257,null,78756,null,5082,null,27108,null,2599,null,23275,null,2560,null,3833,null,1034,null,982,null,501,null,2851,null,914,null,51648,null,3472,null,27337,null,2362,null,24311,null,2800,null,4702,null,1077,null,19609,null,2673,null,0400000US26,Michigan,26
71518,null,6700,null,39934,null,4104,null,13777,null,2046,null,11613,null,2036,null,2164,null,876,null,741,null,599,null,1423,null,640,null,26157,null,2802,null,9398,null,1481,null,16759,null,2808,null,4073,null,1542,null,12686,null,2826,null,31584,null,3637,null,11519,null,1918,null,9372,null,1798,null,2147,null,734,null,720,null,368,null,1427,null,632,null,20065,null,2418,null,9225,null,1509,null,10840,null,1747,null,2452,null,685,null,8388,null,1604,null,0400000US27,Minnesota,27
19149,null,2835,null,11985,null,2145,null,3748,null,1333,null,3153,null,1220,null,595,null,402,null,0,null,289,null,595,null,402,null,8237,null,1864,null,1268,null,445,null,6969,null,1826,null,814,null,632,null,6155,null,1579,null,7164,null,1657,null,1780,null,874,null,1530,null,825,null,250,null,266,null,0,null,289,null,250,null,266,null,5384,null,1165,null,2358,null,1017,null,3026,null,836,null,475,null,287,null,2551,null,817,null,0400000US28,Mississippi,28
61151,null,5017,null,33488,null,3399,null,10178,null,1698,null,8426,null,1626,null,1752,null,791,null,814,null,662,null,938,null,552,null,23310,null,2651,null,9515,null,1688,null,13795,null,2116,null,3416,null,1144,null,10379,null,1872,null,27663,null,2733,null,9406,null,1521,null,8095,null,1368,null,1311,null,582,null,419,null,270,null,892,null,472,null,18257,null,1938,null,8101,null,1499,null,10156,null,1624,null,2766,null,820,null,7390,null,1528,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
46045,null,4205,null,25685,null,2871,null,8437,null,1578,null,7264,null,1467,null,1173,null,637,null,307,null,326,null,866,null,450,null,17248,null,1882,null,7323,null,1329,null,9925,null,1519,null,2698,null,832,null,7227,null,1261,null,20360,null,1965,null,7874,null,1337,null,6729,null,1232,null,1145,null,528,null,217,null,156,null,928,null,533,null,12486,null,1277,null,4055,null,938,null,8431,null,1240,null,2578,null,827,null,5853,null,1181,null,0400000US31,Nebraska,31
200328,null,12865,null,107640,null,7016,null,36551,null,3680,null,28899,null,3703,null,7652,null,2023,null,829,null,517,null,6823,null,1925,null,71089,null,4742,null,19268,null,2219,null,51821,null,4410,null,13925,null,2167,null,37896,null,3886,null,92688,null,7378,null,35782,null,4233,null,31254,null,4050,null,4528,null,1543,null,468,null,278,null,4060,null,1533,null,56906,null,4051,null,19436,null,2090,null,37470,null,3681,null,11256,null,1775,null,26214,null,3307,null,0400000US32,Nevada,32
10142,null,2586,null,4683,null,1426,null,1557,null,810,null,1442,null,761,null,115,null,132,null,67,null,110,null,48,null,73,null,3126,null,1009,null,1316,null,605,null,1810,null,857,null,321,null,281,null,1489,null,788,null,5459,null,1671,null,1614,null,870,null,1303,null,791,null,311,null,363,null,0,null,253,null,311,null,363,null,3845,null,1223,null,1203,null,634,null,2642,null,1122,null,534,null,334,null,2108,null,1090,null,0400000US33,New Hampshire,33
652830,null,18450,null,338265,null,10746,null,97384,null,5319,null,85164,null,5211,null,12220,null,2396,null,2281,null,998,null,9939,null,2206,null,240881,null,8309,null,86428,null,5943,null,154453,null,8360,null,48386,null,4563,null,106067,null,6767,null,314565,null,9966,null,94781,null,5010,null,85305,null,4838,null,9476,null,1636,null,2315,null,1001,null,7161,null,1518,null,219784,null,7469,null,87180,null,5524,null,132604,null,6979,null,52008,null,4341,null,80596,null,5435,null,0400000US34,New Jersey,34
306480,null,10794,null,151727,null,6562,null,44076,null,3533,null,42842,null,3498,null,1234,null,574,null,243,null,311,null,991,null,497,null,107651,null,4435,null,88482,null,4062,null,19169,null,2465,null,4747,null,1025,null,14422,null,2284,null,154753,null,6030,null,44848,null,3169,null,43352,null,3063,null,1496,null,641,null,189,null,193,null,1307,null,612,null,109905,null,4107,null,91332,null,3624,null,18573,null,2573,null,6378,null,1604,null,12195,null,2087,null,0400000US35,New Mexico,35
1778293,null,30564,null,869480,null,17037,null,260394,null,6933,null,229844,null,6815,null,30550,null,3417,null,7107,null,1510,null,23443,null,3389,null,609086,null,14023,null,245051,null,9181,null,364035,null,11463,null,117034,null,6847,null,247001,null,11013,null,908813,null,17288,null,256284,null,7249,null,228417,null,7118,null,27867,null,2944,null,6633,null,1357,null,21234,null,2656,null,652529,null,12742,null,283970,null,8447,null,368559,null,10458,null,149793,null,6945,null,218766,null,7884,null,0400000US36,New York,36
381740,null,15305,null,221287,null,9753,null,68338,null,5487,null,53461,null,4566,null,14877,null,2657,null,1199,null,577,null,13678,null,2729,null,152949,null,6091,null,25073,null,2894,null,127876,null,5940,null,12744,null,2653,null,115132,null,5987,null,160453,null,8150,null,67506,null,4321,null,54907,null,4119,null,12599,null,2488,null,750,null,604,null,11849,null,2311,null,92947,null,5160,null,21324,null,3210,null,71623,null,4434,null,10045,null,2308,null,61578,null,3925,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
103010,null,6744,null,54599,null,4566,null,20676,null,2490,null,17222,null,2375,null,3454,null,1161,null,276,null,207,null,3178,null,1168,null,33923,null,3173,null,21108,null,2645,null,12815,null,2080,null,3074,null,895,null,9741,null,1854,null,48411,null,3851,null,15334,null,1980,null,13085,null,1904,null,2249,null,1192,null,595,null,415,null,1654,null,1130,null,33077,null,2652,null,22066,null,2189,null,11011,null,1659,null,3788,null,1000,null,7223,null,1496,null,0400000US39,Ohio,39
104040,null,7908,null,56888,null,4543,null,19911,null,2430,null,17166,null,2121,null,2745,null,1037,null,305,null,248,null,2440,null,1033,null,36977,null,2953,null,13582,null,1886,null,23395,null,2584,null,6310,null,1335,null,17085,null,2453,null,47152,null,4339,null,17078,null,2345,null,13689,null,1984,null,3389,null,1034,null,381,null,266,null,3008,null,1043,null,30074,null,2659,null,10657,null,1584,null,19417,null,2441,null,4648,null,1024,null,14769,null,2177,null,0400000US40,Oklahoma,40
131493,null,10733,null,74259,null,6724,null,25226,null,3464,null,21321,null,2987,null,3905,null,1496,null,1194,null,994,null,2711,null,912,null,49033,null,4695,null,11423,null,1788,null,37610,null,4487,null,6014,null,1304,null,31596,null,4283,null,57234,null,5491,null,20771,null,2784,null,18670,null,2682,null,2101,null,749,null,503,null,490,null,1598,null,640,null,36463,null,3548,null,10594,null,1756,null,25869,null,3366,null,5433,null,1274,null,20436,null,3041,null,0400000US41,Oregon,41
252574,null,11178,null,129152,null,5949,null,48327,null,3435,null,44895,null,3535,null,3432,null,1142,null,940,null,537,null,2492,null,1071,null,80825,null,4411,null,54292,null,4315,null,26533,null,2982,null,8731,null,1602,null,17802,null,2552,null,123422,null,6915,null,45333,null,3580,null,42126,null,3631,null,3207,null,973,null,933,null,483,null,2274,null,893,null,78089,null,4189,null,54447,null,4162,null,23642,null,2749,null,8606,null,1633,null,15036,null,2346,null,0400000US42,Pennsylvania,42
68106,null,5642,null,32614,null,3150,null,13190,null,1803,null,11729,null,1797,null,1461,null,822,null,173,null,210,null,1288,null,795,null,19424,null,2228,null,6604,null,1363,null,12820,null,1836,null,4072,null,1109,null,8748,null,1805,null,35492,null,3172,null,12585,null,1655,null,10952,null,1728,null,1633,null,732,null,364,null,376,null,1269,null,670,null,22907,null,2036,null,7982,null,1381,null,14925,null,1771,null,4844,null,1136,null,10081,null,1636,null,0400000US44,Rhode Island,44
62461,null,5702,null,37222,null,3930,null,11950,null,1875,null,9288,null,1585,null,2662,null,812,null,275,null,251,null,2387,null,824,null,25272,null,2972,null,3264,null,1100,null,22008,null,2994,null,3965,null,1203,null,18043,null,2876,null,25239,null,2949,null,9446,null,1773,null,7680,null,1584,null,1766,null,786,null,392,null,372,null,1374,null,684,null,15793,null,1744,null,4232,null,983,null,11561,null,1586,null,3109,null,969,null,8452,null,1400,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
84395,null,7764,null,49928,null,5024,null,14266,null,2335,null,11213,null,1952,null,3053,null,1042,null,261,null,263,null,2792,null,1023,null,35662,null,3975,null,7911,null,1535,null,27751,null,3747,null,2831,null,1101,null,24920,null,3845,null,34467,null,3989,null,14126,null,2649,null,10817,null,2168,null,3309,null,1340,null,65,null,112,null,3244,null,1338,null,20341,null,2145,null,4985,null,1202,null,15356,null,2000,null,2359,null,873,null,12997,null,1736,null,0400000US47,Tennessee,47
2964688,null,52327,null,1534108,null,27724,null,509920,null,15323,null,459251,null,14738,null,50669,null,4975,null,3355,null,995,null,47314,null,4756,null,1024188,null,18394,null,499007,null,13464,null,525181,null,14181,null,115904,null,6289,null,409277,null,13036,null,1430580,null,28022,null,488051,null,13309,null,444391,null,12788,null,43660,null,4458,null,4659,null,1307,null,39001,null,3995,null,942529,null,18456,null,508861,null,12660,null,433668,null,13677,null,115469,null,6290,null,318199,null,11859,null,0400000US48,Texas,48
81216,null,7061,null,43342,null,3940,null,16156,null,2009,null,13670,null,1884,null,2486,null,862,null,518,null,320,null,1968,null,881,null,27186,null,2600,null,9859,null,1689,null,17327,null,2174,null,4038,null,979,null,13289,null,2044,null,37874,null,3905,null,15326,null,2340,null,12475,null,2371,null,2851,null,1119,null,199,null,242,null,2652,null,1153,null,22548,null,2142,null,8609,null,1466,null,13939,null,1838,null,3662,null,948,null,10277,null,1693,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
218333,null,11782,null,122340,null,7147,null,38251,null,3789,null,31971,null,3446,null,6280,null,1744,null,781,null,497,null,5499,null,1732,null,84089,null,4990,null,16757,null,2398,null,67332,null,4905,null,11998,null,2852,null,55334,null,4957,null,95993,null,5987,null,31176,null,2978,null,26326,null,2817,null,4850,null,1397,null,550,null,535,null,4300,null,1285,null,64817,null,3981,null,14527,null,2359,null,50290,null,3534,null,13253,null,1985,null,37037,null,3357,null,0400000US51,Virginia,51
251023,null,11098,null,132283,null,6217,null,44365,null,3505,null,37535,null,3480,null,6830,null,1617,null,781,null,396,null,6049,null,1550,null,87918,null,4604,null,31549,null,3071,null,56369,null,3822,null,12175,null,2186,null,44194,null,3420,null,118740,null,6748,null,44403,null,3559,null,40093,null,3505,null,4310,null,1118,null,294,null,234,null,4016,null,1080,null,74337,null,4496,null,31945,null,3383,null,42392,null,3273,null,12322,null,1915,null,30070,null,2861,null,0400000US53,Washington,53
5607,null,1509,null,3053,null,875,null,945,null,503,null,863,null,491,null,82,null,132,null,17,null,31,null,65,null,128,null,2108,null,690,null,853,null,466,null,1255,null,536,null,479,null,355,null,776,null,396,null,2554,null,1040,null,741,null,451,null,724,null,451,null,17,null,31,null,17,null,31,null,0,null,265,null,1813,null,807,null,1292,null,682,null,521,null,310,null,343,null,307,null,178,null,161,null,0400000US54,West Virginia,54
140771,null,6073,null,78325,null,3793,null,23440,null,1909,null,20163,null,1853,null,3277,null,917,null,993,null,595,null,2284,null,662,null,54885,null,2687,null,21117,null,2509,null,33768,null,2608,null,7195,null,1548,null,26573,null,2566,null,62446,null,3260,null,22935,null,2184,null,20273,null,2053,null,2662,null,849,null,588,null,357,null,2074,null,757,null,39511,null,2084,null,18897,null,1893,null,20614,null,2187,null,4736,null,923,null,15878,null,2117,null,0400000US55,Wisconsin,55
9686,null,1852,null,5231,null,1193,null,1338,null,590,null,1013,null,508,null,325,null,273,null,121,null,148,null,204,null,236,null,3893,null,839,null,2633,null,710,null,1260,null,519,null,332,null,234,null,928,null,494,null,4455,null,1006,null,1219,null,526,null,1139,null,504,null,80,null,130,null,80,null,130,null,0,null,259,null,3236,null,705,null,2184,null,606,null,1052,null,562,null,392,null,285,null,660,null,465,null,0400000US56,Wyoming,56
473732,null,16238,null,234862,null,8561,null,64451,null,4242,null,64326,null,4237,null,125,null,154,null,0,null,283,null,125,null,154,null,170411,null,6342,null,164010,null,6163,null,6401,null,1317,null,1856,null,641,null,4545,null,1197,null,238870,null,10164,null,61067,null,4259,null,60596,null,4222,null,471,null,322,null,115,null,139,null,356,null,300,null,177803,null,7836,null,169056,null,7410,null,8747,null,2017,null,2503,null,909,null,6244,null,1494,null,0400000US72,Puerto Rico,72
