GEO_ID,B05003D_001E,B05003D_001M,B05003D_002E,B05003D_002M,B05003D_003E,B05003D_003M,B05003D_004E,B05003D_004M,B05003D_005E,B05003D_005M,B05003D_006E,B05003D_006M,B05003D_007E,B05003D_007M,B05003D_008E,B05003D_008M,B05003D_009E,B05003D_009M,B05003D_010E,B05003D_010M,B05003D_011E,B05003D_011M,B05003D_012E,B05003D_012M,B05003D_013E,B05003D_013M,B05003D_014E,B05003D_014M,B05003D_015E,B05003D_015M,B05003D_016E,B05003D_016M,B05003D_017E,B05003D_017M,B05003D_018E,B05003D_018M,B05003D_019E,B05003D_019M,B05003D_020E,B05003D_020M,B05003D_021E,B05003D_021M,B05003D_022E,B05003D_022M,B05003D_023E,B05003D_023M,NAME,B05003D_001MA,B05003D_001EA,B05003D_002EA,B05003D_002MA,B05003D_003EA,B05003D_003MA,B05003D_004MA,B05003D_004EA,B05003D_005MA,B05003D_005EA,B05003D_006MA,B05003D_006EA,B05003D_007MA,B05003D_007EA,B05003D_008EA,B05003D_008MA,B05003D_009MA,B05003D_009EA,B05003D_010MA,B05003D_010EA,B05003D_011MA,B05003D_011EA,B05003D_012EA,B05003D_012MA,B05003D_013EA,B05003D_013MA,B05003D_014MA,B05003D_014EA,B05003D_015MA,B05003D_015EA,B05003D_016MA,B05003D_016EA,B05003D_017MA,B05003D_017EA,B05003D_018MA,B05003D_018EA,B05003D_019EA,B05003D_019MA,B05003D_020MA,B05003D_020EA,B05003D_021MA,B05003D_021EA,B05003D_022EA,B05003D_022MA,B05003D_023EA,B05003D_023MA,state
0400000US18,107736,3733,50824,2232,10746,1541,7663,1362,3083,949,432,379,2651,845,40078,1361,4634,1169,35444,1782,13749,1649,21695,1833,56912,2425,11351,1496,7130,1163,4221,1015,2032,826,2189,718,45561,1799,7385,1390,38176,1782,16750,1759,21426,1676,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56519,2205,27662,1946,6860,964,4529,960,2331,586,556,298,1775,479,20802,1364,2887,799,17915,1409,6985,906,10930,1429,28857,1439,6684,952,3547,693,3137,878,1321,527,1816,735,22173,1003,3361,820,18812,952,7527,989,11285,1122,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,71821,2664,34976,1756,8196,938,6085,927,2111,791,466,254,1645,750,26780,1461,4179,928,22601,1322,10514,1086,12087,1479,36845,1601,8995,1118,7404,1092,1591,663,544,328,1047,513,27850,1061,3649,858,24201,1185,11982,1332,12219,1617,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,55397,3007,26168,1805,7726,1128,5672,1018,2054,543,497,299,1557,586,18442,1199,3921,949,14521,1311,5915,990,8606,1194,29229,1842,8439,1187,4740,987,3699,1119,2618,1020,1081,446,20790,1384,2457,694,18333,1391,9040,1240,9293,1184,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,72216,2464,32029,1748,7171,941,5815,988,1356,586,468,366,888,481,24858,1356,6063,1164,18795,1414,11026,1525,7769,1345,40187,1708,10144,1182,8226,1247,1918,699,1024,475,894,493,30043,1390,7409,1078,22634,1444,12757,1303,9877,1551,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14414,1392,6603,1041,1878,472,1084,429,794,363,400,247,394,248,4725,821,899,475,3826,856,1713,607,2113,857,7811,946,2081,616,1266,583,815,369,514,286,301,243,5730,574,227,216,5503,622,3280,804,2223,648,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,339527,4265,158766,2825,35823,1693,28583,1975,7240,1617,2378,708,4862,1430,122943,1789,21403,2158,101540,2483,62305,2709,39235,2974,180761,2460,37906,1240,29114,1712,8792,1294,3798,835,4994,1328,142855,1990,18804,1935,124051,2538,73922,2878,50129,2914,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,381262,3962,180954,2236,40947,1433,31786,1663,9161,1462,2984,795,6177,1310,140007,1859,30419,2824,109588,2891,57189,2590,52399,3311,200308,2479,43553,1520,33028,1963,10525,1663,4605,987,5920,1351,156755,1863,30831,2273,125924,2694,63342,3119,62582,3482,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,248093,4128,118263,2628,29795,1576,20256,1756,9539,1401,2906,742,6633,1308,88468,1936,15398,1911,73070,2593,35678,2188,37392,2746,129830,2208,30327,1664,19977,1998,10350,1466,4723,926,5627,1217,99503,1636,14096,1657,85407,1902,41673,2100,43734,2535,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,226902,3537,110525,2234,32884,1724,24356,1849,8528,1329,2099,585,6429,1345,77641,1192,17019,2054,60622,2323,33424,2180,27198,2384,116377,2414,32945,1522,24646,1479,8299,1075,4090,915,4209,917,83432,1749,15373,1557,68059,2078,39699,2455,28360,2499,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23923,2452,10336,1346,2390,665,2236,654,154,179,0,198,154,179,7946,1078,1356,623,6590,1114,2905,795,3685,1050,13587,1659,2495,857,1951,843,544,429,251,326,293,274,11092,1144,891,457,10201,1142,5152,1045,5049,1066,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,102180,3291,48107,2089,12131,1659,8946,1627,3185,977,885,424,2300,901,35976,1341,6659,1195,29317,1573,12561,1409,16756,1680,54073,2027,11029,1041,8022,1082,3007,577,1500,532,1507,458,43044,1741,5569,1017,37475,1836,19029,1638,18446,1822,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6442,1141,2288,727,453,220,360,194,93,75,78,74,15,27,1835,628,537,374,1298,553,719,461,579,606,4154,968,557,316,148,130,409,275,367,271,42,80,3597,906,826,519,2771,785,1760,697,1011,413,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36670,1809,17563,1093,4323,557,3011,496,1312,411,142,157,1170,400,13240,858,1675,601,11565,778,5127,867,6438,945,19107,1138,4659,708,3013,537,1646,505,751,334,895,354,14448,709,1383,465,13065,879,6143,869,6922,882,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,207736,5128,92507,3064,19871,1995,16726,1961,3145,762,1074,485,2071,629,72636,2029,19220,2293,53416,2564,34663,2228,18753,2577,115229,2675,20203,1293,17572,1485,2631,889,741,503,1890,754,95026,2172,17894,1921,77132,2619,47713,2110,29419,2597,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29743,1915,12618,1347,3048,698,2247,665,801,327,419,301,382,266,9570,957,1133,546,8437,921,3401,807,5036,1104,17125,1404,3914,835,2436,868,1478,637,698,462,780,484,13211,1016,2107,818,11104,1250,5140,1051,5964,956,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,775176,5882,375821,4035,90631,2301,75616,2395,15015,1760,5196,1107,9819,1457,285190,2864,43274,2687,241916,2979,141963,3921,99953,4321,399355,3274,90265,1885,70327,2739,19938,2259,8177,1533,11761,2128,309090,2396,39867,2687,269223,3300,157764,4087,111459,4124,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27714,1774,11228,1315,2210,674,1654,638,556,307,379,284,177,153,9018,924,2686,732,6332,951,3281,650,3051,827,16486,1087,3072,806,1890,685,1182,676,918,657,264,205,13414,880,3184,977,10230,889,6636,830,3594,661,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1498346,8087,716174,5216,151990,2776,119942,3367,32048,2783,10750,1583,21298,2770,564184,3971,97658,4815,466526,5980,259755,6577,206771,7087,782172,4972,143886,3245,115805,3709,28081,2615,9814,1562,18267,2369,638286,3253,95517,4375,542769,4702,299955,5672,242814,6077,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,227727,4278,108875,3183,28341,1973,19969,2098,8372,1698,1842,733,6530,1547,80534,2171,13934,1709,66600,2333,33913,2288,32687,2824,118852,2433,28511,1512,20597,1707,7914,1523,2816,871,5098,1298,90341,1787,13694,1749,76647,2372,38622,2440,38025,2672,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6737,846,4078,615,654,331,298,263,356,277,78,97,278,215,3424,614,1178,597,2246,596,884,506,1362,414,2659,709,592,381,168,165,424,377,70,112,354,356,2067,576,110,130,1957,572,798,288,1159,557,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,200878,4341,95923,2518,20735,1827,15217,2073,5518,1457,1116,549,4402,1311,75188,1876,12023,1674,63165,2083,30781,2007,32384,2169,104955,3270,23497,2270,17309,1805,6188,1299,3020,953,3168,896,81458,2089,14683,1919,66775,2835,35764,2371,31011,2615,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,70527,2386,33822,1705,8237,1002,6783,1082,1454,471,460,278,994,425,25585,1268,6258,1028,19327,1224,10194,1203,9133,1142,36705,1422,8166,754,5581,825,2585,681,974,499,1611,591,28539,1076,3989,884,24550,1279,12971,1020,11579,1325,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,149455,4172,67643,2777,14170,1540,10926,1485,3244,781,1745,590,1499,469,53473,1884,15984,1713,37489,1904,22158,1869,15331,1648,81812,2420,16709,1508,13110,1562,3599,842,2358,646,1241,504,65103,1702,15176,1682,49927,2153,32384,1961,17543,2294,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,368996,5227,176856,3457,41351,2420,31643,2401,9708,1639,2545,714,7163,1466,135505,2156,23614,2375,111891,2839,61831,2473,50060,3023,192140,2777,43000,1793,30401,1653,12599,1297,6443,1080,6156,1016,149140,1976,25480,2384,123660,2902,68921,2858,54739,2715,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33814,1441,16212,1011,4598,745,3868,861,730,366,290,237,440,280,11614,667,2863,791,8751,976,4212,1006,4539,1119,17602,1295,3523,740,2402,706,1121,472,465,284,656,368,14079,791,2671,696,11408,985,4959,760,6449,982,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,59956,2302,27550,1713,7027,918,6302,970,725,368,279,235,446,289,20523,1441,5080,1092,15443,1318,9446,1331,5997,1129,32406,1875,6577,1184,4918,964,1659,772,1139,665,520,365,25829,1395,5314,1162,20515,1456,12811,1466,7704,1183,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9537,1227,4754,836,1246,481,727,474,519,223,68,115,451,189,3508,634,393,332,3115,674,1303,582,1812,469,4783,897,1247,459,529,276,718,476,127,102,591,457,3536,647,582,434,2954,625,1169,470,1785,499,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,96086,3063,44687,1964,10772,1231,7896,1164,2876,777,806,400,2070,660,33915,1306,4444,1041,29471,1622,15326,1545,14145,1463,51399,2092,12156,1265,8271,1344,3885,896,2025,630,1860,626,39243,1510,5757,1331,33486,2015,17506,1747,15980,1924,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1052002,8660,511808,5330,128085,3628,99889,3900,28196,2642,6590,1364,21606,2292,383723,3046,62344,3241,321379,4367,178223,5407,143156,6211,540194,5913,124365,3884,93226,4406,31139,2904,7847,1491,23292,2778,415829,3878,61260,4047,354569,4945,199303,6122,155266,5819,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,62575,2843,29872,1794,7540,1162,5366,1117,2174,533,366,256,1808,538,22332,1181,6469,1080,15863,1178,7669,961,8194,1269,32703,1804,7341,1148,4540,1071,2801,855,904,500,1897,786,25362,1215,4265,922,21097,1324,9990,1185,11107,1165,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8234,770,3392,433,958,287,513,188,445,210,157,153,288,154,2434,385,363,236,2071,441,971,280,1100,395,4842,608,1107,317,350,193,757,272,359,248,398,139,3735,512,552,307,3183,524,1708,465,1475,454,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,469669,6255,220801,4017,55171,2295,45506,2251,9665,1701,2682,741,6983,1380,165630,2627,29054,2729,136576,3057,82752,3491,53824,3541,248868,3920,53434,2313,41942,2257,11492,1749,4626,910,6866,1403,195434,2594,27362,2704,168072,3476,100719,3705,67353,3830,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,509565,6656,234393,3676,52015,2679,45198,2811,6817,1327,2682,740,4135,1168,182378,2612,45619,3686,136759,4316,80642,3757,56117,4315,275172,4237,51156,2677,41358,2703,9798,1490,4641,965,5157,1193,224016,3011,48291,3117,175725,3897,106515,3589,69210,3826,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12173,1232,5127,915,1320,590,1257,585,63,73,0,182,63,73,3807,694,559,310,3248,607,1587,443,1661,494,7046,1033,1105,414,308,240,797,362,392,293,405,266,5941,932,1255,478,4686,837,2487,717,2199,686,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,135815,3419,63396,2106,19020,1468,15202,1498,3818,1039,1978,645,1840,785,44376,1383,9672,1143,34704,1619,16334,1741,18370,1808,72419,2391,21631,1525,16202,1626,5429,1019,3224,721,2205,796,50788,1474,11265,1539,39523,1518,21683,1571,17840,1745,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5637,1103,2072,636,492,297,387,287,105,143,0,185,105,143,1580,568,388,291,1192,493,573,394,619,306,3565,753,1285,562,747,389,538,331,127,128,411,287,2280,542,668,415,1612,436,620,350,992,338,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13723,2991,3860,1270,692,497,549,431,143,231,0,214,143,231,3168,1070,1519,577,1649,901,564,343,1085,804,9863,2432,2296,1059,2296,1059,0,214,0,214,0,214,7567,1805,5207,1359,2360,1040,914,712,1446,597,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,58679,2991,25142,1933,6471,1244,4210,1003,2261,806,369,306,1892,814,18671,1207,3118,952,15553,1148,6146,1065,9407,1363,33537,2125,7988,1163,5224,1096,2764,764,1198,601,1566,549,25549,1587,3123,1109,22426,1480,10101,1353,12325,1590,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42790,2209,20179,1024,5422,719,3218,887,2204,746,496,385,1708,594,14757,672,3790,809,10967,882,5355,919,5612,890,22611,1707,5647,1349,3646,1108,2001,1381,642,456,1359,1214,16964,809,3582,1034,13382,1060,7755,1219,5627,1317,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,190390,4062,88012,2433,20949,1356,16507,1378,4442,1074,1429,679,3013,860,67063,1761,17628,1833,49435,2118,28980,2540,20455,2439,102378,2504,20226,1784,16163,2009,4063,1234,2066,992,1997,704,82152,1777,15865,1850,66287,2172,41910,2230,24377,2304,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39448,1924,19125,1325,5511,935,4840,923,671,465,69,109,602,451,13614,1119,3273,688,10341,1251,3973,980,6368,1056,20323,1398,4352,780,3672,821,680,402,109,149,571,391,15971,1239,3127,958,12844,1080,6319,1081,6525,969,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
