VARIABLE,TYPE,LABEL,GROUP
B01001F_001E,int,Estimate!!Total,B01001F
B01001F_002E,int,Estimate!!Total!!Male,B01001F
B01001F_003E,int,Estimate!!Total!!Male!!Under 5 years,B01001F
B01001F_004E,int,Estimate!!Total!!Male!!5 to 9 years,B01001F
B01001F_005E,int,Estimate!!Total!!Male!!10 to 14 years,B01001F
B01001F_006E,int,Estimate!!Total!!Male!!15 to 17 years,B01001F
B01001F_007E,int,Estimate!!Total!!Male!!18 and 19 years,B01001F
B01001F_008E,int,Estimate!!Total!!Male!!20 to 24 years,B01001F
B01001F_009E,int,Estimate!!Total!!Male!!25 to 29 years,B01001F
B01001F_010E,int,Estimate!!Total!!Male!!30 to 34 years,B01001F
B01001F_011E,int,Estimate!!Total!!Male!!35 to 44 years,B01001F
B01001F_012E,int,Estimate!!Total!!Male!!45 to 54 years,B01001F
B01001F_013E,int,Estimate!!Total!!Male!!55 to 64 years,B01001F
B01001F_014E,int,Estimate!!Total!!Male!!65 to 74 years,B01001F
B01001F_015E,int,Estimate!!Total!!Male!!75 to 84 years,B01001F
B01001F_016E,int,Estimate!!Total!!Male!!85 years and over,B01001F
B01001F_017E,int,Estimate!!Total!!Female,B01001F
B01001F_018E,int,Estimate!!Total!!Female!!Under 5 years,B01001F
B01001F_019E,int,Estimate!!Total!!Female!!5 to 9 years,B01001F
B01001F_020E,int,Estimate!!Total!!Female!!10 to 14 years,B01001F
B01001F_021E,int,Estimate!!Total!!Female!!15 to 17 years,B01001F
B01001F_022E,int,Estimate!!Total!!Female!!18 and 19 years,B01001F
B01001F_023E,int,Estimate!!Total!!Female!!20 to 24 years,B01001F
B01001F_024E,int,Estimate!!Total!!Female!!25 to 29 years,B01001F
B01001F_025E,int,Estimate!!Total!!Female!!30 to 34 years,B01001F
B01001F_026E,int,Estimate!!Total!!Female!!35 to 44 years,B01001F
B01001F_027E,int,Estimate!!Total!!Female!!45 to 54 years,B01001F
B01001F_028E,int,Estimate!!Total!!Female!!55 to 64 years,B01001F
B01001F_029E,int,Estimate!!Total!!Female!!65 to 74 years,B01001F
B01001F_030E,int,Estimate!!Total!!Female!!75 to 84 years,B01001F
