VARIABLE,TYPE,LABEL,GROUP
B13004E_001E,int,Estimate!!Total,B13004E
B13004E_002E,int,Estimate!!Total!!Women who had a birth in the past 12 months,B13004E
B13004E_003E,int,Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),B13004E
B13004E_004E,int,"Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004E
B13004E_005E,int,Estimate!!Total!!Women who did not have a birth in the past 12 months,B13004E
B13004E_006E,int,Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),B13004E
B13004E_007E,int,"Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004E
B13004E_001M,int,Margin of Error!!Total,B13004E
B13004E_002M,int,Margin of Error!!Total!!Women who had a birth in the past 12 months,B13004E
B13004E_003M,int,Margin of Error!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),B13004E
B13004E_004M,int,"Margin of Error!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004E
B13004E_005M,int,Margin of Error!!Total!!Women who did not have a birth in the past 12 months,B13004E
B13004E_006M,int,Margin of Error!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),B13004E
B13004E_007M,int,"Margin of Error!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004E
B13004E_001EA,string,Annotation of Estimate!!Total,B13004E
B13004E_001MA,string,Annotation of Margin of Error!!Total,B13004E
B13004E_002EA,string,Annotation of Estimate!!Total!!Women who had a birth in the past 12 months,B13004E
B13004E_002MA,string,Annotation of Margin of Error!!Total!!Women who had a birth in the past 12 months,B13004E
B13004E_003EA,string,Annotation of Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),B13004E
B13004E_003MA,string,Annotation of Margin of Error!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),B13004E
B13004E_004EA,string,"Annotation of Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004E
B13004E_004MA,string,"Annotation of Margin of Error!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004E
B13004E_005EA,string,Annotation of Estimate!!Total!!Women who did not have a birth in the past 12 months,B13004E
B13004E_005MA,string,Annotation of Margin of Error!!Total!!Women who did not have a birth in the past 12 months,B13004E
B13004E_006EA,string,Annotation of Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),B13004E
B13004E_006MA,string,Annotation of Margin of Error!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),B13004E
B13004E_007EA,string,"Annotation of Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004E
B13004E_007MA,string,"Annotation of Margin of Error!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004E
