VARIABLE,TYPE,LABEL,GROUP
B19001G_001E,int,Estimate!!Total,B19001G
B19001G_002E,int,"Estimate!!Total!!Less than $10,000",B19001G
B19001G_003E,int,"Estimate!!Total!!$10,000 to $14,999",B19001G
B19001G_004E,int,"Estimate!!Total!!$15,000 to $19,999",B19001G
B19001G_005E,int,"Estimate!!Total!!$20,000 to $24,999",B19001G
B19001G_006E,int,"Estimate!!Total!!$25,000 to $29,999",B19001G
B19001G_007E,int,"Estimate!!Total!!$30,000 to $34,999",B19001G
B19001G_008E,int,"Estimate!!Total!!$35,000 to $39,999",B19001G
B19001G_009E,int,"Estimate!!Total!!$40,000 to $44,999",B19001G
B19001G_010E,int,"Estimate!!Total!!$45,000 to $49,999",B19001G
B19001G_011E,int,"Estimate!!Total!!$50,000 to $59,999",B19001G
B19001G_012E,int,"Estimate!!Total!!$60,000 to $74,999",B19001G
B19001G_013E,int,"Estimate!!Total!!$75,000 to $99,999",B19001G
B19001G_014E,int,"Estimate!!Total!!$100,000 to $124,999",B19001G
B19001G_015E,int,"Estimate!!Total!!$125,000 to $149,999",B19001G
B19001G_016E,int,"Estimate!!Total!!$150,000 to $199,999",B19001G
B19001G_017E,int,"Estimate!!Total!!$200,000 or more",B19001G
B19001G_001M,int,Margin of Error!!Total,B19001G
B19001G_002M,int,"Margin of Error!!Total!!Less than $10,000",B19001G
B19001G_003M,int,"Margin of Error!!Total!!$10,000 to $14,999",B19001G
B19001G_004M,int,"Margin of Error!!Total!!$15,000 to $19,999",B19001G
B19001G_005M,int,"Margin of Error!!Total!!$20,000 to $24,999",B19001G
B19001G_006M,int,"Margin of Error!!Total!!$25,000 to $29,999",B19001G
B19001G_007M,int,"Margin of Error!!Total!!$30,000 to $34,999",B19001G
B19001G_008M,int,"Margin of Error!!Total!!$35,000 to $39,999",B19001G
B19001G_009M,int,"Margin of Error!!Total!!$40,000 to $44,999",B19001G
B19001G_010M,int,"Margin of Error!!Total!!$45,000 to $49,999",B19001G
B19001G_011M,int,"Margin of Error!!Total!!$50,000 to $59,999",B19001G
B19001G_012M,int,"Margin of Error!!Total!!$60,000 to $74,999",B19001G
B19001G_013M,int,"Margin of Error!!Total!!$75,000 to $99,999",B19001G
B19001G_014M,int,"Margin of Error!!Total!!$100,000 to $124,999",B19001G
B19001G_015M,int,"Margin of Error!!Total!!$125,000 to $149,999",B19001G
B19001G_016M,int,"Margin of Error!!Total!!$150,000 to $199,999",B19001G
B19001G_017M,int,"Margin of Error!!Total!!$200,000 or more",B19001G
B19001G_001EA,string,Annotation of Estimate!!Total,B19001G
B19001G_001MA,string,Annotation of Margin of Error!!Total,B19001G
B19001G_002EA,string,"Annotation of Estimate!!Total!!Less than $10,000",B19001G
B19001G_002MA,string,"Annotation of Margin of Error!!Total!!Less than $10,000",B19001G
B19001G_003EA,string,"Annotation of Estimate!!Total!!$10,000 to $14,999",B19001G
B19001G_003MA,string,"Annotation of Margin of Error!!Total!!$10,000 to $14,999",B19001G
B19001G_004EA,string,"Annotation of Estimate!!Total!!$15,000 to $19,999",B19001G
B19001G_004MA,string,"Annotation of Margin of Error!!Total!!$15,000 to $19,999",B19001G
B19001G_005EA,string,"Annotation of Estimate!!Total!!$20,000 to $24,999",B19001G
B19001G_005MA,string,"Annotation of Margin of Error!!Total!!$20,000 to $24,999",B19001G
B19001G_006EA,string,"Annotation of Estimate!!Total!!$25,000 to $29,999",B19001G
B19001G_006MA,string,"Annotation of Margin of Error!!Total!!$25,000 to $29,999",B19001G
B19001G_007EA,string,"Annotation of Estimate!!Total!!$30,000 to $34,999",B19001G
B19001G_007MA,string,"Annotation of Margin of Error!!Total!!$30,000 to $34,999",B19001G
B19001G_008EA,string,"Annotation of Estimate!!Total!!$35,000 to $39,999",B19001G
B19001G_008MA,string,"Annotation of Margin of Error!!Total!!$35,000 to $39,999",B19001G
B19001G_009EA,string,"Annotation of Estimate!!Total!!$40,000 to $44,999",B19001G
B19001G_009MA,string,"Annotation of Margin of Error!!Total!!$40,000 to $44,999",B19001G
B19001G_010EA,string,"Annotation of Estimate!!Total!!$45,000 to $49,999",B19001G
B19001G_010MA,string,"Annotation of Margin of Error!!Total!!$45,000 to $49,999",B19001G
B19001G_011EA,string,"Annotation of Estimate!!Total!!$50,000 to $59,999",B19001G
B19001G_011MA,string,"Annotation of Margin of Error!!Total!!$50,000 to $59,999",B19001G
B19001G_012EA,string,"Annotation of Estimate!!Total!!$60,000 to $74,999",B19001G
B19001G_012MA,string,"Annotation of Margin of Error!!Total!!$60,000 to $74,999",B19001G
B19001G_013EA,string,"Annotation of Estimate!!Total!!$75,000 to $99,999",B19001G
B19001G_013MA,string,"Annotation of Margin of Error!!Total!!$75,000 to $99,999",B19001G
B19001G_014EA,string,"Annotation of Estimate!!Total!!$100,000 to $124,999",B19001G
B19001G_014MA,string,"Annotation of Margin of Error!!Total!!$100,000 to $124,999",B19001G
B19001G_015EA,string,"Annotation of Estimate!!Total!!$125,000 to $149,999",B19001G
B19001G_015MA,string,"Annotation of Margin of Error!!Total!!$125,000 to $149,999",B19001G
B19001G_016EA,string,"Annotation of Estimate!!Total!!$150,000 to $199,999",B19001G
B19001G_016MA,string,"Annotation of Margin of Error!!Total!!$150,000 to $199,999",B19001G
B19001G_017EA,string,"Annotation of Estimate!!Total!!$200,000 or more",B19001G
B19001G_017MA,string,"Annotation of Margin of Error!!Total!!$200,000 or more",B19001G
