GEO_ID,B01002H_001E,B01002H_001M,B01002H_002E,B01002H_002M,B01002H_003E,B01002H_003M,NAME,B01002H_001MA,B01002H_001EA,B01002H_002MA,B01002H_002EA,B01002H_003MA,B01002H_003EA,state
0400000US08,41.0,0.2,40.0,0.2,42.1,0.2,Colorado,null,null,null,null,null,null,08
0400000US18,40.9,0.2,39.4,0.2,42.4,0.2,Indiana,null,null,null,null,null,null,18
0400000US21,41.1,0.2,39.7,0.2,42.6,0.2,Kentucky,null,null,null,null,null,null,21
0400000US22,41.2,0.2,39.8,0.3,42.8,0.2,Louisiana,null,null,null,null,null,null,22
0400000US17,43.4,0.1,41.8,0.1,45.0,0.1,Illinois,null,null,null,null,null,null,17
0400000US19,41.0,0.2,39.6,0.2,42.5,0.2,Iowa,null,null,null,null,null,null,19
0400000US33,45.2,0.1,43.8,0.2,46.4,0.2,New Hampshire,null,null,null,null,null,null,33
0400000US05,42.4,0.2,41.1,0.3,43.7,0.2,Arkansas,null,null,null,null,null,null,05
0400000US10,47.8,0.2,46.4,0.3,49.2,0.3,Delaware,null,null,null,null,null,null,10
0400000US27,42.2,0.1,41.0,0.1,43.5,0.2,Minnesota,null,null,null,null,null,null,27
0400000US30,42.4,0.2,41.1,0.4,43.5,0.3,Montana,null,null,null,null,null,null,30
0400000US23,46.4,0.1,45.0,0.2,47.7,0.2,Maine,null,null,null,null,null,null,23
0400000US37,43.9,0.1,42.4,0.2,45.5,0.1,North Carolina,null,null,null,null,null,null,37
0400000US13,42.4,0.2,41.0,0.2,43.7,0.1,Georgia,null,null,null,null,null,null,13
0400000US02,39.3,0.3,39.0,0.5,39.5,0.3,Alaska,null,null,null,null,null,null,02
0400000US01,43.2,0.2,41.6,0.3,44.8,0.2,Alabama,null,null,null,null,null,null,01
0400000US50,44.3,0.2,42.9,0.4,45.8,0.3,Vermont,null,null,null,null,null,null,50
0400000US32,47.0,0.2,46.3,0.2,47.6,0.2,Nevada,null,null,null,null,null,null,32
0400000US54,43.9,0.2,42.5,0.3,45.1,0.2,West Virginia,null,null,null,null,null,null,54
0400000US40,42.2,0.2,40.7,0.2,43.7,0.1,Oklahoma,null,null,null,null,null,null,40
0400000US55,43.6,0.1,42.3,0.1,44.9,0.1,Wisconsin,null,null,null,null,null,null,55
0400000US72,42.2,4.0,40.8,4.7,43.6,5.5,Puerto Rico,null,null,null,null,null,null,72
0400000US51,42.5,0.1,41.0,0.2,43.8,0.2,Virginia,null,null,null,null,null,null,51
0400000US38,37.9,0.3,37.0,0.3,39.2,0.4,North Dakota,null,null,null,null,null,null,38
0400000US45,44.1,0.1,42.5,0.3,45.6,0.1,South Carolina,null,null,null,null,null,null,45
0400000US41,43.8,0.1,42.6,0.3,45.1,0.1,Oregon,null,null,null,null,null,null,41
0400000US56,40.3,0.5,39.4,0.5,41.3,0.5,Wyoming,null,null,null,null,null,null,56
0400000US06,46.2,0.1,44.6,0.1,47.7,0.1,California,null,null,null,null,null,null,06
0400000US28,42.2,0.2,40.9,0.3,43.5,0.3,Mississippi,null,null,null,null,null,null,28
0400000US09,47.6,0.2,46.0,0.2,49.0,0.2,Connecticut,null,null,null,null,null,null,09
0400000US48,42.2,0.1,41.0,0.1,43.5,0.2,Texas,null,null,null,null,null,null,48
0400000US24,44.5,0.2,42.9,0.2,46.2,0.2,Maryland,null,null,null,null,null,null,24
0400000US12,50.4,0.1,48.9,0.1,51.8,0.1,Florida,null,null,null,null,null,null,12
0400000US25,44.7,0.2,43.0,0.2,46.2,0.2,Massachusetts,null,null,null,null,null,null,25
0400000US11,33.7,0.2,34.6,0.2,33.0,0.3,District of Columbia,null,null,null,null,null,null,11
0400000US49,33.0,0.2,32.3,0.1,33.8,0.1,Utah,null,null,null,null,null,null,49
0400000US36,43.8,0.1,42.3,0.2,45.5,0.1,New York,null,null,null,null,null,null,36
0400000US34,46.5,0.1,44.7,0.2,48.0,0.1,New Jersey,null,null,null,null,null,null,34
0400000US39,42.4,0.1,40.8,0.1,43.9,0.2,Ohio,null,null,null,null,null,null,39
0400000US29,41.3,0.2,39.9,0.2,42.9,0.2,Missouri,null,null,null,null,null,null,29
0400000US42,45.1,0.1,43.4,0.2,46.7,0.1,Pennsylvania,null,null,null,null,null,null,42
0400000US26,43.3,0.2,41.8,0.2,44.8,0.2,Michigan,null,null,null,null,null,null,26
0400000US31,40.2,0.2,38.9,0.2,41.4,0.3,Nebraska,null,null,null,null,null,null,31
0400000US16,39.5,0.3,38.5,0.3,40.5,0.3,Idaho,null,null,null,null,null,null,16
0400000US35,50.8,0.3,48.6,0.3,52.8,0.4,New Mexico,null,null,null,null,null,null,35
0400000US15,44.6,0.2,43.5,0.5,45.8,0.4,Hawaii,null,null,null,null,null,null,15
0400000US46,41.0,0.3,39.7,0.5,42.4,0.3,South Dakota,null,null,null,null,null,null,46
0400000US53,42.6,0.2,41.4,0.2,44.1,0.1,Washington,null,null,null,null,null,null,53
0400000US44,46.3,0.2,44.6,0.2,48.1,0.3,Rhode Island,null,null,null,null,null,null,44
0400000US04,47.9,0.1,46.3,0.1,49.3,0.2,Arizona,null,null,null,null,null,null,04
0400000US47,42.3,0.2,41.0,0.2,43.6,0.1,Tennessee,null,null,null,null,null,null,47
0400000US20,40.9,0.2,39.5,0.3,42.3,0.3,Kansas,null,null,null,null,null,null,20
