B01002F_001E,B01002F_001EA,B01002F_001M,B01002F_001MA,B01002F_002E,B01002F_002EA,B01002F_002M,B01002F_002MA,B01002F_003E,B01002F_003EA,B01002F_003M,B01002F_003MA,GEO_ID,NAME,state
26.7,null,1.2,null,27.1,null,2.2,null,26.0,null,1.8,null,0400000US01,Alabama,01
28.7,null,5.7,null,28.6,null,6.1,null,31.1,null,11.6,null,0400000US02,Alaska,02
26.8,null,0.7,null,27.3,null,0.8,null,26.3,null,0.9,null,0400000US04,Arizona,04
22.7,null,2.3,null,23.0,null,2.8,null,22.4,null,2.8,null,0400000US05,Arkansas,05
27.7,null,0.2,null,27.7,null,0.3,null,27.7,null,0.3,null,0400000US06,California,06
27.1,null,1.0,null,27.9,null,1.2,null,26.5,null,0.9,null,0400000US08,Colorado,08
27.6,null,1.0,null,27.5,null,1.6,null,27.7,null,1.1,null,0400000US09,Connecticut,09
29.1,null,2.7,null,29.4,null,2.9,null,28.5,null,3.9,null,0400000US10,Delaware,10
27.1,null,3.0,null,29.9,null,9.6,null,25.8,null,2.0,null,0400000US11,District of Columbia,11
29.6,null,0.7,null,29.5,null,0.8,null,29.6,null,1.2,null,0400000US12,Florida,12
25.1,null,0.7,null,26.4,null,1.0,null,21.5,null,1.9,null,0400000US13,Georgia,13
28.0,null,2.2,null,28.3,null,3.0,null,27.4,null,3.5,null,0400000US15,Hawaii,15
25.9,null,1.4,null,27.6,null,2.5,null,22.6,null,3.3,null,0400000US16,Idaho,16
27.2,null,0.4,null,27.5,null,0.5,null,26.8,null,0.6,null,0400000US17,Illinois,17
26.5,null,0.9,null,27.3,null,1.1,null,25.8,null,1.1,null,0400000US18,Indiana,18
23.9,null,1.7,null,23.7,null,1.9,null,24.9,null,3.6,null,0400000US19,Iowa,19
28.1,null,1.6,null,27.8,null,1.9,null,28.7,null,1.8,null,0400000US20,Kansas,20
25.1,null,1.4,null,26.5,null,1.9,null,20.7,null,4.6,null,0400000US21,Kentucky,21
29.0,null,1.4,null,28.9,null,1.8,null,29.0,null,2.0,null,0400000US22,Louisiana,22
21.0,null,6.5,null,19.7,null,23.1,null,21.2,null,1.0,null,0400000US23,Maine,23
27.6,null,0.8,null,27.5,null,1.1,null,27.7,null,1.3,null,0400000US24,Maryland,24
27.9,null,0.7,null,27.6,null,0.8,null,28.3,null,1.6,null,0400000US25,Massachusetts,25
28.0,null,1.6,null,29.7,null,1.3,null,25.4,null,1.6,null,0400000US26,Michigan,26
26.5,null,1.7,null,28.0,null,2.0,null,25.2,null,2.3,null,0400000US27,Minnesota,27
27.8,null,2.5,null,29.1,null,2.8,null,23.9,null,5.5,null,0400000US28,Mississippi,28
25.7,null,2.1,null,26.3,null,3.6,null,25.0,null,2.5,null,0400000US29,Missouri,29
26.6,null,2.3,null,29.4,null,4.2,null,21.8,null,7.0,null,0400000US30,Montana,30
25.5,null,1.7,null,27.0,null,1.9,null,22.8,null,1.9,null,0400000US31,Nebraska,31
28.2,null,1.4,null,28.4,null,2.9,null,28.0,null,1.7,null,0400000US32,Nevada,32
23.4,null,1.2,null,23.3,null,1.5,null,24.1,null,3.1,null,0400000US33,New Hampshire,33
29.8,null,0.6,null,29.5,null,0.8,null,30.0,null,0.7,null,0400000US34,New Jersey,34
30.2,null,0.9,null,30.2,null,1.0,null,30.1,null,1.4,null,0400000US35,New Mexico,35
29.7,null,0.3,null,28.6,null,0.4,null,30.9,null,0.5,null,0400000US36,New York,36
24.3,null,0.7,null,25.8,null,0.8,null,21.6,null,1.8,null,0400000US37,North Carolina,37
31.5,null,10.9,null,40.4,null,15.1,null,31.0,null,2.7,null,0400000US38,North Dakota,38
25.8,null,1.9,null,25.5,null,2.3,null,26.0,null,2.4,null,0400000US39,Ohio,39
25.0,null,1.0,null,26.3,null,1.6,null,23.1,null,2.2,null,0400000US40,Oklahoma,40
26.3,null,1.0,null,27.8,null,1.4,null,24.5,null,0.9,null,0400000US41,Oregon,41
26.0,null,0.8,null,25.3,null,0.8,null,27.1,null,1.3,null,0400000US42,Pennsylvania,42
27.3,null,1.5,null,26.5,null,1.8,null,27.8,null,1.9,null,0400000US44,Rhode Island,44
25.0,null,2.2,null,26.4,null,2.3,null,23.6,null,1.9,null,0400000US45,South Carolina,45
25.1,null,6.1,null,27.3,null,4.7,null,22.4,null,8.0,null,0400000US46,South Dakota,46
24.2,null,1.5,null,23.6,null,2.1,null,24.8,null,2.1,null,0400000US47,Tennessee,47
27.8,null,0.4,null,27.8,null,0.5,null,27.8,null,0.5,null,0400000US48,Texas,48
24.5,null,1.6,null,24.4,null,1.9,null,24.7,null,2.1,null,0400000US49,Utah,49
38.1,null,7.9,null,19.4,null,15.3,null,38.9,null,4.0,null,0400000US50,Vermont,50
27.8,null,1.1,null,28.3,null,1.4,null,27.2,null,1.7,null,0400000US51,Virginia,51
25.7,null,1.0,null,26.6,null,1.4,null,24.4,null,1.2,null,0400000US53,Washington,53
29.8,null,5.0,null,27.3,null,6.9,null,38.3,null,11.4,null,0400000US54,West Virginia,54
27.1,null,1.5,null,27.0,null,2.0,null,27.3,null,2.2,null,0400000US55,Wisconsin,55
31.2,null,6.5,null,34.7,null,8.0,null,27.0,null,7.3,null,0400000US56,Wyoming,56
33.0,null,0.7,null,31.7,null,0.8,null,34.3,null,1.1,null,0400000US72,Puerto Rico,72
