B17001E_001E,B17001E_001EA,B17001E_001M,B17001E_001MA,B17001E_002E,B17001E_002EA,B17001E_002M,B17001E_002MA,B17001E_003E,B17001E_003EA,B17001E_003M,B17001E_003MA,B17001E_004E,B17001E_004EA,B17001E_004M,B17001E_004MA,B17001E_005E,B17001E_005EA,B17001E_005M,B17001E_005MA,B17001E_006E,B17001E_006EA,B17001E_006M,B17001E_006MA,B17001E_007E,B17001E_007EA,B17001E_007M,B17001E_007MA,B17001E_008E,B17001E_008EA,B17001E_008M,B17001E_008MA,B17001E_009E,B17001E_009EA,B17001E_009M,B17001E_009MA,B17001E_010E,B17001E_010EA,B17001E_010M,B17001E_010MA,B17001E_011E,B17001E_011EA,B17001E_011M,B17001E_011MA,B17001E_012E,B17001E_012EA,B17001E_012M,B17001E_012MA,B17001E_013E,B17001E_013EA,B17001E_013M,B17001E_013MA,B17001E_014E,B17001E_014EA,B17001E_014M,B17001E_014MA,B17001E_015E,B17001E_015EA,B17001E_015M,B17001E_015MA,B17001E_016E,B17001E_016EA,B17001E_016M,B17001E_016MA,B17001E_017E,B17001E_017EA,B17001E_017M,B17001E_017MA,B17001E_018E,B17001E_018EA,B17001E_018M,B17001E_018MA,B17001E_019E,B17001E_019EA,B17001E_019M,B17001E_019MA,B17001E_020E,B17001E_020EA,B17001E_020M,B17001E_020MA,B17001E_021E,B17001E_021EA,B17001E_021M,B17001E_021MA,B17001E_022E,B17001E_022EA,B17001E_022M,B17001E_022MA,B17001E_023E,B17001E_023EA,B17001E_023M,B17001E_023MA,B17001E_024E,B17001E_024EA,B17001E_024M,B17001E_024MA,B17001E_025E,B17001E_025EA,B17001E_025M,B17001E_025MA,B17001E_026E,B17001E_026EA,B17001E_026M,B17001E_026MA,B17001E_027E,B17001E_027EA,B17001E_027M,B17001E_027MA,B17001E_028E,B17001E_028EA,B17001E_028M,B17001E_028MA,B17001E_029E,B17001E_029EA,B17001E_029M,B17001E_029MA,B17001E_030E,B17001E_030EA,B17001E_030M,B17001E_030MA,B17001E_031E,B17001E_031EA,B17001E_031M,B17001E_031MA,B17001E_032E,B17001E_032EA,B17001E_032M,B17001E_032MA,B17001E_033E,B17001E_033EA,B17001E_033M,B17001E_033MA,B17001E_034E,B17001E_034EA,B17001E_034M,B17001E_034MA,B17001E_035E,B17001E_035EA,B17001E_035M,B17001E_035MA,B17001E_036E,B17001E_036EA,B17001E_036M,B17001E_036MA,B17001E_037E,B17001E_037EA,B17001E_037M,B17001E_037MA,B17001E_038E,B17001E_038EA,B17001E_038M,B17001E_038MA,B17001E_039E,B17001E_039EA,B17001E_039M,B17001E_039MA,B17001E_040E,B17001E_040EA,B17001E_040M,B17001E_040MA,B17001E_041E,B17001E_041EA,B17001E_041M,B17001E_041MA,B17001E_042E,B17001E_042EA,B17001E_042M,B17001E_042MA,B17001E_043E,B17001E_043EA,B17001E_043M,B17001E_043MA,B17001E_044E,B17001E_044EA,B17001E_044M,B17001E_044MA,B17001E_045E,B17001E_045EA,B17001E_045M,B17001E_045MA,B17001E_046E,B17001E_046EA,B17001E_046M,B17001E_046MA,B17001E_047E,B17001E_047EA,B17001E_047M,B17001E_047MA,B17001E_048E,B17001E_048EA,B17001E_048M,B17001E_048MA,B17001E_049E,B17001E_049EA,B17001E_049M,B17001E_049MA,B17001E_050E,B17001E_050EA,B17001E_050M,B17001E_050MA,B17001E_051E,B17001E_051EA,B17001E_051M,B17001E_051MA,B17001E_052E,B17001E_052EA,B17001E_052M,B17001E_052MA,B17001E_053E,B17001E_053EA,B17001E_053M,B17001E_053MA,B17001E_054E,B17001E_054EA,B17001E_054M,B17001E_054MA,B17001E_055E,B17001E_055EA,B17001E_055M,B17001E_055MA,B17001E_056E,B17001E_056EA,B17001E_056M,B17001E_056MA,B17001E_057E,B17001E_057EA,B17001E_057M,B17001E_057MA,B17001E_058E,B17001E_058EA,B17001E_058M,B17001E_058MA,B17001E_059E,B17001E_059EA,B17001E_059M,B17001E_059MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
133916,null,5099,null,16753,null,3546,null,7800,null,1954,null,410,null,289,null,0,null,294,null,1110,null,702,null,877,null,445,null,341,null,311,null,571,null,372,null,997,null,488,null,826,null,481,null,1069,null,670,null,753,null,446,null,564,null,465,null,282,null,267,null,0,null,294,null,8953,null,1943,null,639,null,416,null,88,null,187,null,925,null,555,null,483,null,268,null,0,null,294,null,221,null,248,null,1155,null,525,null,1845,null,760,null,1868,null,794,null,820,null,478,null,668,null,416,null,0,null,294,null,241,null,244,null,117163,null,5448,null,59187,null,3265,null,3178,null,1034,null,1008,null,608,null,4686,null,1067,null,2302,null,829,null,601,null,376,null,1854,null,584,null,6335,null,1251,null,9688,null,1623,null,9943,null,1582,null,9441,null,1550,null,6587,null,1333,null,2452,null,752,null,1112,null,604,null,57976,null,3505,null,3788,null,1290,null,793,null,518,null,3984,null,1109,null,1761,null,690,null,787,null,509,null,2146,null,655,null,6179,null,1221,null,9078,null,1555,null,8240,null,1358,null,10751,null,1672,null,6299,null,1013,null,1880,null,591,null,2290,null,932,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US12,Florida,12
