GEO_ID,B23013_001E,B23013_001M,B23013_002E,B23013_002M,B23013_003E,B23013_003M,NAME,B23013_001EA,B23013_001MA,B23013_002EA,B23013_002MA,B23013_003EA,B23013_003MA,state
0400000US01,40.3,0.2,40.4,0.3,40.1,0.3,Alabama,null,null,null,null,null,null,01
0400000US02,40.5,0.4,40.2,0.5,40.9,0.6,Alaska,null,null,null,null,null,null,02
0400000US04,39.8,0.2,39.5,0.2,40.1,0.3,Arizona,null,null,null,null,null,null,04
0400000US05,39.8,0.2,39.6,0.3,40.1,0.3,Arkansas,null,null,null,null,null,null,05
0400000US06,39.8,0.1,39.6,0.1,40.0,0.1,California,null,null,null,null,null,null,06
0400000US08,39.8,0.2,39.6,0.2,40.0,0.2,Colorado,null,null,null,null,null,null,08
0400000US09,42.2,0.2,42.2,0.2,42.2,0.2,Connecticut,null,null,null,null,null,null,09
0400000US10,41.1,0.4,41.0,0.5,41.1,0.5,Delaware,null,null,null,null,null,null,10
0400000US11,35.2,0.3,35.8,0.4,34.6,0.4,District of Columbia,null,null,null,null,null,null,11
0400000US12,41.4,0.1,41.3,0.2,41.6,0.2,Florida,null,null,null,null,null,null,12
0400000US13,40.2,0.1,40.2,0.2,40.2,0.2,Georgia,null,null,null,null,null,null,13
0400000US15,40.9,0.3,40.1,0.4,42.1,0.5,Hawaii,null,null,null,null,null,null,15
0400000US16,39.6,0.3,39.6,0.4,39.5,0.4,Idaho,null,null,null,null,null,null,16
0400000US17,40.3,0.1,40.2,0.2,40.4,0.2,Illinois,null,null,null,null,null,null,17
0400000US18,40.5,0.2,40.4,0.2,40.7,0.2,Indiana,null,null,null,null,null,null,18
0400000US19,40.5,0.2,40.6,0.3,40.5,0.3,Iowa,null,null,null,null,null,null,19
0400000US20,40.1,0.2,40.0,0.2,40.3,0.3,Kansas,null,null,null,null,null,null,20
0400000US21,39.9,0.2,39.7,0.3,40.1,0.2,Kentucky,null,null,null,null,null,null,21
0400000US22,39.5,0.3,39.4,0.3,39.5,0.3,Louisiana,null,null,null,null,null,null,22
0400000US23,42.9,0.3,42.7,0.4,43.1,0.3,Maine,null,null,null,null,null,null,23
0400000US24,41.3,0.2,41.2,0.2,41.4,0.2,Maryland,null,null,null,null,null,null,24
0400000US25,41.0,0.2,41.0,0.2,41.0,0.2,Massachusetts,null,null,null,null,null,null,25
0400000US26,41.2,0.2,41.1,0.2,41.3,0.2,Michigan,null,null,null,null,null,null,26
0400000US27,40.6,0.1,40.6,0.2,40.6,0.2,Minnesota,null,null,null,null,null,null,27
0400000US28,40.2,0.3,40.1,0.3,40.4,0.5,Mississippi,null,null,null,null,null,null,28
0400000US29,40.3,0.2,40.2,0.2,40.3,0.2,Missouri,null,null,null,null,null,null,29
0400000US30,41.4,0.4,40.9,0.5,41.8,0.5,Montana,null,null,null,null,null,null,30
0400000US31,40.0,0.2,40.2,0.3,39.9,0.3,Nebraska,null,null,null,null,null,null,31
0400000US32,39.9,0.2,39.7,0.3,40.1,0.3,Nevada,null,null,null,null,null,null,32
0400000US33,43.1,0.3,43.0,0.3,43.2,0.3,New Hampshire,null,null,null,null,null,null,33
0400000US34,42.0,0.1,41.7,0.2,42.3,0.2,New Jersey,null,null,null,null,null,null,34
0400000US35,40.4,0.3,39.8,0.4,41.1,0.5,New Mexico,null,null,null,null,null,null,35
0400000US36,40.7,0.1,40.6,0.2,40.9,0.2,New York,null,null,null,null,null,null,36
0400000US37,40.1,0.2,39.9,0.2,40.4,0.3,North Carolina,null,null,null,null,null,null,37
0400000US38,39.4,0.4,38.8,0.4,40.0,0.5,North Dakota,null,null,null,null,null,null,38
0400000US39,41.2,0.1,41.2,0.2,41.3,0.2,Ohio,null,null,null,null,null,null,39
0400000US40,39.3,0.3,39.0,0.3,39.6,0.4,Oklahoma,null,null,null,null,null,null,40
0400000US41,40.5,0.2,40.4,0.2,40.6,0.3,Oregon,null,null,null,null,null,null,41
0400000US42,41.5,0.1,41.5,0.1,41.5,0.2,Pennsylvania,null,null,null,null,null,null,42
0400000US44,41.0,0.3,40.9,0.5,41.0,0.4,Rhode Island,null,null,null,null,null,null,44
0400000US45,40.1,0.2,40.0,0.3,40.2,0.3,South Carolina,null,null,null,null,null,null,45
0400000US46,40.3,0.3,39.9,0.4,40.8,0.5,South Dakota,null,null,null,null,null,null,46
0400000US47,40.4,0.2,40.4,0.2,40.3,0.2,Tennessee,null,null,null,null,null,null,47
0400000US48,39.1,0.2,39.0,0.1,39.3,0.2,Texas,null,null,null,null,null,null,48
0400000US49,35.7,0.2,35.8,0.2,35.6,0.3,Utah,null,null,null,null,null,null,49
0400000US50,42.6,0.4,42.3,0.4,42.9,0.4,Vermont,null,null,null,null,null,null,50
0400000US51,40.4,0.2,40.4,0.2,40.4,0.2,Virginia,null,null,null,null,null,null,51
0400000US53,40.4,0.2,40.2,0.2,40.6,0.2,Washington,null,null,null,null,null,null,53
0400000US54,41.2,0.3,41.1,0.4,41.3,0.5,West Virginia,null,null,null,null,null,null,54
0400000US55,41.0,0.2,40.9,0.2,41.2,0.2,Wisconsin,null,null,null,null,null,null,55
0400000US56,40.6,0.4,40.2,0.4,41.1,0.6,Wyoming,null,null,null,null,null,null,56
0400000US72,39.9,0.3,39.8,0.4,40.0,0.3,Puerto Rico,null,null,null,null,null,null,72
