GEO_ID,C11010_001E,C11010_001M,C11010_002E,C11010_002M,C11010_003E,C11010_003M,C11010_004E,C11010_004M,C11010_005E,C11010_005M,C11010_006E,C11010_006M,C11010_007E,C11010_007M,C11010_008E,C11010_008M,C11010_009E,C11010_009M,C11010_010E,C11010_010M,C11010_011E,C11010_011M,NAME,C11010_001MA,C11010_001EA,C11010_002MA,C11010_002EA,C11010_003EA,C11010_003MA,C11010_004EA,C11010_004MA,C11010_005EA,C11010_005MA,C11010_006MA,C11010_006EA,C11010_007MA,C11010_007EA,C11010_008MA,C11010_008EA,C11010_009MA,C11010_009EA,C11010_010EA,C11010_010MA,C11010_011EA,C11010_011MA,state
0400000US01,573200,10680,254033,7332,210160,6769,166882,6710,43278,2464,43873,3997,319167,7406,286690,6814,153614,5648,133076,3807,32477,2868,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,71939,3637,40785,2589,31733,2177,28579,2075,3154,642,9052,1559,31154,2186,25400,2020,19559,1859,5841,976,5754,926,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,748723,10812,369025,8265,278075,7160,221474,6531,56601,3525,90950,4955,379698,8214,318775,7709,182895,6653,135880,4146,60923,4297,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,345233,7461,151132,4850,122015,4704,95258,4360,26757,1833,29117,2869,194101,5379,174210,5006,91055,4007,83155,3178,19891,2255,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3847434,25448,1828768,19209,1334783,17647,1058270,16168,276513,6146,493985,11550,2018666,18498,1659589,16194,957549,12415,702040,9657,359077,8455,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,650765,11053,317604,7959,242181,6979,206362,6846,35819,2560,75423,5022,333161,6612,279196,5983,182066,5606,97130,3161,53965,3359,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,431095,8604,190746,5558,151029,4787,116285,5202,34744,2115,39717,2751,240349,6388,208290,6255,112826,5097,95464,3053,32059,2880,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,106545,4073,48585,2482,37600,2277,29626,2113,7974,1120,10985,1725,57960,3102,49367,2764,26704,2266,22663,1536,8593,1388,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,141697,4657,64126,3612,51559,3497,43844,3147,7715,1045,12567,1848,77571,3226,66591,3389,47943,3078,18648,1462,10980,1441,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2473068,19883,1155938,16745,868614,13891,648196,12037,220418,7163,287324,9441,1317130,12436,1123289,13074,562977,11225,560312,9033,193841,7137,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
