GEO_ID,B17001E_001E,B17001E_001M,B17001E_002E,B17001E_002M,B17001E_003E,B17001E_003M,B17001E_004E,B17001E_004M,B17001E_005E,B17001E_005M,B17001E_006E,B17001E_006M,B17001E_007E,B17001E_007M,B17001E_008E,B17001E_008M,B17001E_009E,B17001E_009M,B17001E_010E,B17001E_010M,B17001E_011E,B17001E_011M,B17001E_012E,B17001E_012M,B17001E_013E,B17001E_013M,B17001E_014E,B17001E_014M,B17001E_015E,B17001E_015M,B17001E_016E,B17001E_016M,B17001E_017E,B17001E_017M,B17001E_018E,B17001E_018M,B17001E_019E,B17001E_019M,B17001E_020E,B17001E_020M,B17001E_021E,B17001E_021M,B17001E_022E,B17001E_022M,B17001E_023E,B17001E_023M,B17001E_024E,B17001E_024M,B17001E_025E,B17001E_025M,B17001E_026E,B17001E_026M,B17001E_027E,B17001E_027M,B17001E_028E,B17001E_028M,B17001E_029E,B17001E_029M,B17001E_030E,B17001E_030M,B17001E_031E,B17001E_031M,B17001E_032E,B17001E_032M,B17001E_033E,B17001E_033M,B17001E_034E,B17001E_034M,B17001E_035E,B17001E_035M,B17001E_036E,B17001E_036M,B17001E_037E,B17001E_037M,B17001E_038E,B17001E_038M,B17001E_039E,B17001E_039M,B17001E_040E,B17001E_040M,B17001E_041E,B17001E_041M,B17001E_042E,B17001E_042M,B17001E_043E,B17001E_043M,B17001E_044E,B17001E_044M,B17001E_045E,B17001E_045M,B17001E_046E,B17001E_046M,B17001E_047E,B17001E_047M,B17001E_048E,B17001E_048M,B17001E_049E,B17001E_049M,B17001E_050E,B17001E_050M,B17001E_051E,B17001E_051M,B17001E_052E,B17001E_052M,B17001E_053E,B17001E_053M,B17001E_054E,B17001E_054M,B17001E_055E,B17001E_055M,B17001E_056E,B17001E_056M,B17001E_057E,B17001E_057M,B17001E_058E,B17001E_058M,B17001E_059E,B17001E_059M,NAME,B17001E_001EA,B17001E_001MA,B17001E_002EA,B17001E_002MA,B17001E_003EA,B17001E_003MA,B17001E_004MA,B17001E_004EA,B17001E_005EA,B17001E_005MA,B17001E_006EA,B17001E_006MA,B17001E_007EA,B17001E_007MA,B17001E_008MA,B17001E_008EA,B17001E_009MA,B17001E_009EA,B17001E_010MA,B17001E_010EA,B17001E_011EA,B17001E_011MA,B17001E_012EA,B17001E_012MA,B17001E_013MA,B17001E_013EA,B17001E_014MA,B17001E_014EA,B17001E_015MA,B17001E_015EA,B17001E_016EA,B17001E_016MA,B17001E_017EA,B17001E_017MA,B17001E_018MA,B17001E_018EA,B17001E_019MA,B17001E_019EA,B17001E_020MA,B17001E_020EA,B17001E_021MA,B17001E_021EA,B17001E_022EA,B17001E_022MA,B17001E_023EA,B17001E_023MA,B17001E_024MA,B17001E_024EA,B17001E_025MA,B17001E_025EA,B17001E_026MA,B17001E_026EA,B17001E_027EA,B17001E_027MA,B17001E_028EA,B17001E_028MA,B17001E_029MA,B17001E_029EA,B17001E_030MA,B17001E_030EA,B17001E_031MA,B17001E_031EA,B17001E_032MA,B17001E_032EA,B17001E_033EA,B17001E_033MA,B17001E_034EA,B17001E_034MA,B17001E_035EA,B17001E_035MA,B17001E_036EA,B17001E_036MA,B17001E_037MA,B17001E_037EA,B17001E_038EA,B17001E_038MA,B17001E_039EA,B17001E_039MA,B17001E_040EA,B17001E_040MA,B17001E_041EA,B17001E_041MA,B17001E_042MA,B17001E_042EA,B17001E_043MA,B17001E_043EA,B17001E_044EA,B17001E_044MA,B17001E_045EA,B17001E_045MA,B17001E_046EA,B17001E_046MA,B17001E_047EA,B17001E_047MA,B17001E_048MA,B17001E_048EA,B17001E_049EA,B17001E_049MA,B17001E_050EA,B17001E_050MA,B17001E_051EA,B17001E_051MA,B17001E_052EA,B17001E_052MA,B17001E_053MA,B17001E_053EA,B17001E_054MA,B17001E_054EA,B17001E_055EA,B17001E_055MA,B17001E_056EA,B17001E_056MA,B17001E_057EA,B17001E_057MA,B17001E_058EA,B17001E_058MA,B17001E_059MA,B17001E_059EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,147350,5049,24342,4126,10613,2174,443,347,109,184,795,430,265,193,274,258,523,321,2327,880,1546,781,1833,705,1063,476,1177,664,228,242,30,51,13729,2639,694,455,247,245,1557,859,863,412,237,157,233,182,2388,806,1502,530,2739,881,1224,688,1212,746,454,302,379,321,123008,5419,61057,3622,4200,890,554,352,4737,1131,2175,832,510,391,1138,505,5910,1600,11730,1685,10570,1586,7795,1392,6596,824,3252,761,1890,732,61951,3056,2596,762,1100,523,3442,858,2125,711,839,319,2142,690,5713,1033,11493,1688,10601,1639,9138,1432,7322,1106,3753,909,1687,589,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
