GEO_ID,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,NAME,B03002_001MA,B03002_001EA,B03002_002MA,B03002_002EA,B03002_003EA,B03002_003MA,B03002_004EA,B03002_004MA,B03002_005MA,B03002_005EA,B03002_006MA,B03002_006EA,B03002_007MA,B03002_007EA,B03002_008EA,B03002_008MA,B03002_009EA,B03002_009MA,B03002_010MA,B03002_010EA,B03002_011MA,B03002_011EA,B03002_012MA,B03002_012EA,B03002_013MA,B03002_013EA,B03002_014EA,B03002_014MA,B03002_015EA,B03002_015MA,B03002_016EA,B03002_016MA,B03002_017MA,B03002_017EA,B03002_018MA,B03002_018EA,B03002_019EA,B03002_019MA,B03002_020EA,B03002_020MA,B03002_021EA,B03002_021MA,state
0400000US13,10214860,-555555555,9264767,1771,5482711,4561,3159854,13012,17727,2776,383994,5677,3575,1581,31433,5140,185473,12258,8757,2276,176716,11988,950093,1771,594727,15723,38075,6097,10764,3512,4463,1963,762,692,252651,14894,48651,7056,27391,5269,21260,4665,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1431603,-555555555,1282898,-555555555,326152,606,27530,1983,2239,645,517419,9818,125452,4871,1694,654,282412,10859,963,453,281449,10830,148705,-555555555,46100,4541,2114,1017,1660,820,13849,3411,8780,2543,8441,1650,67761,5286,6523,1850,61238,5066,Hawaii,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1654930,-555555555,1455090,1220,1367034,978,8828,1371,18837,1901,20415,2184,1675,938,468,291,37833,3201,373,308,37460,3146,199840,1220,147370,5337,0,193,4679,1921,730,879,256,333,37214,4877,9591,2329,4548,1415,5043,1715,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12859995,-555555555,10688007,1131,7948431,3009,1813447,7672,13082,2238,669595,6380,3191,996,17864,3176,222397,9479,11550,2272,210847,9381,2171988,1131,1290248,22461,31177,4591,15710,3376,4641,1364,1323,831,755821,23535,73068,6592,43388,4997,29680,3762,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6619680,-555555555,6180586,1784,5288882,2892,596275,7791,14075,2214,137392,3964,2314,1217,7004,2248,134644,8576,4399,2028,130245,8512,439094,1784,270812,10001,9385,2513,1629,827,1272,794,288,308,133613,10387,22095,2986,13235,2393,8860,1966,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3123899,-555555555,2949581,952,2710477,1493,104348,3938,8819,1417,68134,3310,3021,1758,3287,1413,51495,4324,969,569,50526,4207,174318,952,116195,5838,2262,821,2735,1574,371,270,261,259,44117,5104,8377,2221,4057,1161,4320,1983,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2911641,-555555555,2575320,1186,2223659,822,168293,4992,21208,1905,82812,2115,1380,720,1472,719,76496,5476,888,504,75608,5366,336321,1186,242140,7597,3816,1371,5833,2289,1409,1457,817,841,65803,6532,16503,2600,7492,1914,9011,1800,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4425092,-555555555,4278965,2782,3768120,1483,351192,5106,7474,1451,59378,2777,2601,1061,3835,1046,86365,5673,1762,621,84603,5589,146127,2782,97592,4880,4526,1504,1440,928,248,264,164,155,34287,4592,7870,2173,4464,1433,3406,1423,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4670724,-555555555,4442146,1686,2754976,1884,1491831,6625,20825,1981,80565,1923,887,452,9901,2298,83161,6361,1775,855,81386,6301,228578,1686,159717,7072,10544,2772,1820,1023,474,306,259,217,41252,5432,14512,3776,7772,2349,6740,2678,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1329328,-555555555,1309176,592,1244002,349,13854,1706,8490,1177,13086,1338,569,402,423,349,28752,2228,139,172,28613,2245,20152,592,14072,1347,941,605,476,403,205,246,83,144,2534,987,1841,917,866,761,975,616,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,6006401,-555555555,5434138,165,3115032,2607,1743829,8583,10346,1754,382537,4442,2395,789,20457,4576,159542,9803,5075,1667,154467,9898,572263,165,280016,10068,26332,4450,5057,2089,2630,1449,516,315,229960,11279,27752,3241,14789,2776,12963,2197,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6794422,-555555555,6036474,675,4958598,5801,459884,6016,7162,1194,428592,4461,680,469,49348,6968,132210,7499,11047,2176,121163,6952,757948,675,414640,12214,39473,5625,3501,1441,2147,1001,730,516,231283,11145,66174,7566,19701,3564,46473,6682,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9922576,-555555555,9436604,777,7486419,3080,1363082,9330,46056,2755,292298,3861,3235,1034,15331,3777,230183,9494,5455,1240,224728,9312,485972,777,315064,7532,15029,3306,7612,2328,859,402,522,319,105132,6858,41754,4685,20919,3084,20835,3655,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5489594,-555555555,5207554,950,4441640,2113,313157,4840,50234,2386,257059,4600,1520,480,6325,2046,137619,6475,2764,887,134855,6413,282040,950,173159,6623,7110,2505,4978,1548,1780,839,50,55,76844,5653,18119,3084,8750,2039,9369,2246,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2992333,-555555555,2906575,2774,1705044,556,1126326,4916,11359,964,30540,2306,737,559,1686,892,30883,3813,993,623,29890,3748,85758,2774,53542,4365,2149,1447,364,248,0,207,97,186,24629,4408,4977,1834,2792,1236,2185,1333,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6083672,-555555555,5843259,2092,4858768,2158,704787,6412,22726,2545,113912,3371,5522,1400,4647,1113,132897,7808,3358,1482,129539,7695,240413,2092,152559,7048,5182,1914,3082,1134,977,561,677,487,60967,5618,16969,2678,8164,1836,8805,1819,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1032949,-555555555,995647,630,894545,489,4289,936,62709,2490,8643,1155,1034,658,141,158,24286,2857,234,211,24052,2830,37302,630,24156,2115,436,424,2397,876,428,353,0,165,7001,1871,2884,896,769,395,2115,751,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1896190,-555555555,1699222,458,1518020,1532,88318,2898,14620,1767,39535,1971,826,636,2254,1407,35649,3264,1103,844,34546,3324,196968,458,153968,6207,2217,864,2740,1259,371,261,395,319,29212,5463,8065,1834,3107,1024,4958,1427,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2890845,-555555555,2077451,-555555555,1460688,1695,236568,4592,24442,2151,228306,4281,16224,1255,6922,2202,104301,6562,3766,1336,100535,6407,813394,-555555555,491653,14310,10152,2293,9165,2662,3260,1716,2102,1069,257797,12394,39265,5476,21253,3616,18012,3916,Nevada,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1330608,-555555555,1286253,724,1210017,667,18495,1407,1169,456,33774,1932,254,231,1204,709,21340,2273,700,583,20640,2298,44355,724,35245,1954,2797,1458,392,391,240,263,0,184,4459,1297,1222,520,471,309,751,428,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8958013,-555555555,7195834,-555555555,5020807,3217,1134226,7851,7968,1410,842221,5628,2707,1042,32153,4313,155752,8562,15497,3155,140255,8146,1762179,-555555555,1039460,20463,64387,6228,8902,3103,7019,1936,849,617,553702,20733,87860,7852,38484,4627,49376,6050,New Jersey,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2085109,-555555555,1083845,-555555555,798109,1283,41597,2768,177529,2984,27542,2574,859,647,3593,1157,34616,4223,1693,848,32923,4292,1001264,-555555555,732561,13802,6276,1624,15983,3005,1740,1084,496,540,208027,13497,36181,4603,22958,4115,13223,3175,New Mexico,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19795791,-555555555,16070598,1157,11050851,6115,2845960,9547,40131,3130,1659534,9067,5162,1701,111653,8287,357307,12873,36589,3879,320718,11704,3725193,1157,1570281,29542,235373,12976,29802,4615,12652,2470,1284,699,1651698,28365,224103,17069,106272,10151,117831,11490,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10042802,-555555555,9131128,1723,6387868,3932,2141818,9555,109502,3213,266004,5222,2967,937,22054,4570,200915,10220,5280,1620,195635,9939,911674,1723,546847,14104,30674,5662,11011,4014,2318,892,2023,1011,278259,15202,40542,4419,21512,3768,19030,3490,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,756928,-555555555,730869,927,650304,419,15387,1524,36789,1723,9696,871,445,409,434,345,17814,2280,106,131,17708,2288,26059,927,17596,2261,294,346,956,466,408,407,0,151,5685,1674,1120,675,267,301,853,549,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11613423,-555555555,11202221,1884,9255663,3512,1409506,11483,15744,1901,231436,4724,3920,2250,14978,3516,270974,12097,5233,1495,265741,11825,411202,1884,263392,8172,16785,2793,6157,2723,2032,852,1075,761,83404,6519,38357,4155,19503,3238,18854,2858,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3911338,-555555555,3514874,-555555555,2597511,1695,280826,4853,273042,6190,77928,2679,3285,887,5125,1839,277157,8594,2498,1392,274659,8519,396464,-555555555,240875,6568,5488,1853,13556,2390,600,455,256,214,103143,6891,32546,3022,13538,2276,19008,2427,Oklahoma,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4028977,-555555555,3517079,-555555555,3082611,1137,73428,2911,37993,2944,162545,4448,13359,1855,3090,1146,144053,6536,2567,893,141486,6341,511898,-555555555,351298,9545,3552,1236,12133,3024,1746,685,880,682,103517,8498,38772,5960,13388,2563,25384,5216,Oregon,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12802503,-555555555,11932294,988,9890644,3939,1349101,8302,12314,2245,416992,4999,2403,821,21208,4252,239632,9456,9900,3018,229732,9237,870209,988,496034,12226,59411,5851,12771,2766,3124,1351,1850,1030,227280,12289,69739,7600,31116,4976,38623,5686,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1056298,-555555555,904213,-555555555,775163,1539,57364,2657,3342,798,35120,2017,211,268,6679,1732,26334,3612,2790,1099,23544,3292,152085,-555555555,73682,6364,8140,2614,1221,816,420,459,0,206,58578,6632,10044,3456,4675,1835,5369,2985,Rhode Island,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4896146,-555555555,4633591,2215,3119807,1843,1331987,6825,12190,1733,70215,2636,3109,1724,6193,2031,90090,6471,1928,901,88162,6298,262555,2215,172287,7290,12127,2830,1571,939,127,134,252,273,62595,6723,13596,2947,9723,2517,3873,1146,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,858469,-555555555,828390,845,710681,1670,12807,1394,68201,2781,11901,1377,712,522,1723,1677,22365,2641,96,117,22269,2656,30079,845,15256,1980,365,298,2901,766,10,26,25,47,8490,1773,3032,831,1227,674,1805,685,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6600299,-555555555,6266839,2079,4899807,2571,1100868,8314,17603,2595,106375,3624,2735,1190,11869,3338,127582,8604,4187,1529,123395,8459,333460,2079,229529,8113,9544,2774,1691,779,700,505,174,172,78424,7260,13398,3026,8415,2198,4983,1513,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27469114,-555555555,16796898,417,11795062,4617,3209454,13862,66303,4729,1236884,8934,18211,2534,36412,4393,434572,16679,20488,4132,414084,16382,10672216,417,8792855,39694,88719,11921,66645,9111,11939,2680,1860,716,1453443,34873,256755,16022,130709,9962,126046,11043,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2995919,-555555555,2586609,415,2364160,1157,32498,1915,29584,2764,68148,2947,23628,2704,2781,907,65810,5539,2059,995,63751,5380,409310,415,247180,11177,2026,777,5823,2135,797,446,258,335,132799,9601,20427,3811,10049,2274,10378,3320,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,626042,-555555555,615620,634,584851,890,7694,881,2277,733,8627,883,282,232,950,642,10939,1324,121,143,10818,1293,10422,634,8205,1126,302,181,421,307,0,149,105,203,1179,825,210,215,108,180,102,102,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8382993,-555555555,7629640,2570,5239479,4203,1583049,10339,16415,1790,519910,6153,5057,1048,23466,4302,242264,8921,6557,1987,235707,8718,753353,2570,478572,13228,29782,4630,6358,2778,4566,1426,449,312,179727,12970,53899,5656,26096,4101,27803,4814,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7170351,-555555555,6283932,-555555555,4996873,1962,253220,6556,82481,3886,563704,6926,45576,2294,9933,2031,332145,11172,5281,1679,326864,11144,886419,-555555555,516782,12069,9332,2390,9922,2300,4404,1375,877,677,280009,11595,65093,5812,31609,4553,33484,3781,Washington,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1844128,-555555555,1817465,1708,1702065,2231,69610,3376,2076,824,14078,1344,479,321,1489,649,27668,3318,388,297,27280,3330,26663,1708,20782,2239,1584,1529,64,107,59,112,0,189,2381,1031,1793,815,984,661,809,545,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5771337,-555555555,5390188,497,4721683,1742,357021,4282,47345,2356,154713,3546,1396,480,4447,1596,103583,5818,2285,899,101298,5831,381149,497,243841,8946,5269,1268,4407,1162,1479,596,247,257,97788,7697,28118,4693,14455,2477,13663,3473,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,586107,-555555555,528262,1129,492659,222,4704,1390,12140,1339,4885,993,237,215,96,103,13541,1956,47,81,13494,1939,57845,1129,43661,3581,23,34,828,521,0,192,23,54,10516,3087,2794,1059,1677,817,1117,679,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3474182,-555555555,36794,3897,26431,3167,3291,1224,19,31,2832,1850,0,221,2656,1196,1565,686,204,205,1361,631,3437388,3897,2328733,18855,338419,12668,10965,2742,4432,1519,0,221,589458,14297,165381,12062,17249,2841,148132,11330,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
